Type,ShippingMode,ProductPrice,LateDeliveryRisk,CategoryName,CustomerSegment,OrderItemQuantity,OrderRegion,ShippingMonthName,is_outlier,Type_index,ShippingMode_index,CategoryName_index,CustomerSegment_index,OrderRegion_index,ShippingMonthName_index
TRANSFER,Standard Class,199.9900055,0,Water Sports,Consumer,1,Southern Europe,July,0,1.0,0.0,5.0,0.0,6.0,1.0
TRANSFER,Standard Class,199.9900055,0,Water Sports,Consumer,1,Western Europe,July,0,1.0,0.0,5.0,0.0,1.0,1.0
TRANSFER,Standard Class,199.9900055,0,Water Sports,Consumer,1,Western Europe,July,0,1.0,0.0,5.0,0.0,1.0,1.0
TRANSFER,Standard Class,199.9900055,0,Water Sports,Consumer,1,Northern Europe,July,0,1.0,0.0,5.0,0.0,4.0,1.0
DEBIT,Standard Class,199.9900055,0,Water Sports,Home Office,1,Western Europe,July,0,0.0,0.0,5.0,2.0,1.0,1.0
PAYMENT,Standard Class,199.9900055,0,Water Sports,Home Office,1,Western Europe,July,0,2.0,0.0,5.0,2.0,1.0,1.0
CASH,Standard Class,199.9900055,0,Water Sports,Home Office,1,Western Europe,July,0,3.0,0.0,5.0,2.0,1.0,1.0
DEBIT,Standard Class,199.9900055,0,Water Sports,Home Office,1,Southern Europe,July,0,0.0,0.0,5.0,2.0,6.0,1.0
DEBIT,Standard Class,199.9900055,0,Water Sports,Corporate,1,Northern Europe,July,0,0.0,0.0,5.0,1.0,4.0,1.0
CASH,Standard Class,199.9900055,0,Water Sports,Corporate,1,Southern Europe,July,0,3.0,0.0,5.0,1.0,6.0,1.0
TRANSFER,Standard Class,199.9900055,0,Water Sports,Consumer,1,Western Europe,July,0,1.0,0.0,5.0,0.0,1.0,1.0
TRANSFER,Standard Class,199.9900055,0,Water Sports,Consumer,1,Northern Europe,July,0,1.0,0.0,5.0,0.0,4.0,1.0
PAYMENT,Standard Class,199.9900055,0,Water Sports,Consumer,1,Western Europe,July,0,2.0,0.0,5.0,0.0,1.0,1.0
DEBIT,Standard Class,199.9900055,0,Water Sports,Consumer,1,Western Europe,July,0,0.0,0.0,5.0,0.0,1.0,1.0
PAYMENT,Standard Class,199.9900055,0,Water Sports,Consumer,1,Northern Europe,July,0,2.0,0.0,5.0,0.0,4.0,1.0
DEBIT,Standard Class,199.9900055,0,Water Sports,Corporate,1,Southern Europe,July,0,0.0,0.0,5.0,1.0,6.0,1.0
PAYMENT,Standard Class,199.9900055,0,Water Sports,Home Office,1,Northern Europe,July,0,2.0,0.0,5.0,2.0,4.0,1.0
TRANSFER,Standard Class,199.9900055,0,Water Sports,Corporate,1,Western Europe,July,0,1.0,0.0,5.0,1.0,1.0,1.0
PAYMENT,Standard Class,199.9900055,0,Water Sports,Corporate,1,Western Europe,July,0,2.0,0.0,5.0,1.0,1.0,1.0
CASH,Standard Class,199.9900055,0,Water Sports,Consumer,1,Western Europe,July,0,3.0,0.0,5.0,0.0,1.0,1.0
DEBIT,Standard Class,199.9900055,0,Water Sports,Home Office,1,Western Europe,July,0,0.0,0.0,5.0,2.0,1.0,1.0
DEBIT,Standard Class,199.9900055,0,Water Sports,Consumer,1,Western Europe,July,0,0.0,0.0,5.0,0.0,1.0,1.0
PAYMENT,Standard Class,199.9900055,0,Water Sports,Consumer,1,Northern Europe,July,0,2.0,0.0,5.0,0.0,4.0,1.0
PAYMENT,Standard Class,199.9900055,0,Water Sports,Consumer,1,Northern Europe,July,0,2.0,0.0,5.0,0.0,4.0,1.0
TRANSFER,Standard Class,199.9900055,0,Water Sports,Consumer,1,Western Europe,July,0,1.0,0.0,5.0,0.0,1.0,1.0
TRANSFER,Standard Class,199.9900055,0,Water Sports,Consumer,1,Western Europe,July,0,1.0,0.0,5.0,0.0,1.0,1.0
TRANSFER,Standard Class,199.9900055,0,Water Sports,Corporate,1,Western Europe,July,0,1.0,0.0,5.0,1.0,1.0,1.0
DEBIT,Standard Class,199.9900055,0,Water Sports,Consumer,1,Northern Europe,July,0,0.0,0.0,5.0,0.0,4.0,1.0
DEBIT,Standard Class,199.9900055,0,Water Sports,Home Office,1,Western Europe,July,0,0.0,0.0,5.0,2.0,1.0,1.0
TRANSFER,Standard Class,199.9900055,0,Water Sports,Consumer,1,Northern Europe,July,0,1.0,0.0,5.0,0.0,4.0,1.0
TRANSFER,Standard Class,199.9900055,0,Water Sports,Consumer,1,Northern Europe,July,0,1.0,0.0,5.0,0.0,4.0,1.0
TRANSFER,Standard Class,199.9900055,0,Water Sports,Corporate,1,Northern Europe,July,0,1.0,0.0,5.0,1.0,4.0,1.0
CASH,Standard Class,199.9900055,0,Water Sports,Corporate,1,Northern Europe,July,0,3.0,0.0,5.0,1.0,4.0,1.0
PAYMENT,Standard Class,199.9900055,0,Water Sports,Consumer,1,Western Europe,July,0,2.0,0.0,5.0,0.0,1.0,1.0
TRANSFER,Standard Class,199.9900055,0,Water Sports,Home Office,1,Western Europe,July,0,1.0,0.0,5.0,2.0,1.0,1.0
TRANSFER,Standard Class,199.9900055,0,Water Sports,Home Office,1,Western Europe,July,0,1.0,0.0,5.0,2.0,1.0,1.0
TRANSFER,Same Day,199.9900055,0,Water Sports,Consumer,1,Southern Europe,July,0,1.0,3.0,5.0,0.0,6.0,1.0
PAYMENT,Standard Class,199.9900055,0,Water Sports,Corporate,1,Western Europe,July,0,2.0,0.0,5.0,1.0,1.0,1.0
TRANSFER,Standard Class,199.9900055,0,Water Sports,Consumer,1,Western Europe,July,0,1.0,0.0,5.0,0.0,1.0,1.0
PAYMENT,Standard Class,199.9900055,0,Water Sports,Corporate,1,Western Europe,July,0,2.0,0.0,5.0,1.0,1.0,1.0
TRANSFER,Standard Class,199.9900055,0,Water Sports,Consumer,1,Western Europe,July,0,1.0,0.0,5.0,0.0,1.0,1.0
CASH,Standard Class,199.9900055,0,Water Sports,Consumer,1,Western Europe,July,0,3.0,0.0,5.0,0.0,1.0,1.0
PAYMENT,Standard Class,199.9900055,0,Water Sports,Consumer,1,Western Europe,July,0,2.0,0.0,5.0,0.0,1.0,1.0
TRANSFER,Standard Class,199.9900055,0,Water Sports,Consumer,1,Western Europe,July,0,1.0,0.0,5.0,0.0,1.0,1.0
DEBIT,Standard Class,199.9900055,0,Water Sports,Home Office,1,Southern Europe,July,0,0.0,0.0,5.0,2.0,6.0,1.0
DEBIT,Second Class,199.9900055,0,Water Sports,Corporate,1,Western Europe,July,0,0.0,1.0,5.0,1.0,1.0,1.0
TRANSFER,Standard Class,199.9900055,0,Water Sports,Consumer,1,Western Europe,July,0,1.0,0.0,5.0,0.0,1.0,1.0
TRANSFER,Standard Class,199.9900055,0,Water Sports,Consumer,1,Western Europe,July,0,1.0,0.0,5.0,0.0,1.0,1.0
TRANSFER,Standard Class,199.9900055,0,Water Sports,Consumer,1,Western Europe,July,0,1.0,0.0,5.0,0.0,1.0,1.0
PAYMENT,Standard Class,199.9900055,0,Water Sports,Corporate,1,Western Europe,July,0,2.0,0.0,5.0,1.0,1.0,1.0
DEBIT,Standard Class,199.9900055,0,Water Sports,Corporate,1,Western Europe,July,0,0.0,0.0,5.0,1.0,1.0,1.0
DEBIT,Standard Class,199.9900055,0,Water Sports,Consumer,1,Western Europe,July,0,0.0,0.0,5.0,0.0,1.0,1.0
TRANSFER,Standard Class,199.9900055,0,Water Sports,Consumer,1,Southern Europe,July,0,1.0,0.0,5.0,0.0,6.0,1.0
TRANSFER,Standard Class,199.9900055,0,Water Sports,Corporate,1,Northern Europe,July,0,1.0,0.0,5.0,1.0,4.0,1.0
DEBIT,Standard Class,199.9900055,0,Water Sports,Corporate,1,Western Europe,July,0,0.0,0.0,5.0,1.0,1.0,1.0
CASH,Standard Class,199.9900055,0,Water Sports,Consumer,1,Western Europe,July,0,3.0,0.0,5.0,0.0,1.0,1.0
DEBIT,Standard Class,199.9900055,0,Water Sports,Home Office,1,Western Europe,July,0,0.0,0.0,5.0,2.0,1.0,1.0
TRANSFER,Standard Class,199.9900055,0,Water Sports,Consumer,1,Western Europe,July,0,1.0,0.0,5.0,0.0,1.0,1.0
DEBIT,Standard Class,199.9900055,0,Water Sports,Consumer,1,Northern Europe,July,0,0.0,0.0,5.0,0.0,4.0,1.0
DEBIT,Standard Class,199.9900055,0,Water Sports,Consumer,1,Northern Europe,July,0,0.0,0.0,5.0,0.0,4.0,1.0
TRANSFER,Same Day,199.9900055,0,Water Sports,Corporate,1,Western Europe,July,0,1.0,3.0,5.0,1.0,1.0,1.0
DEBIT,Standard Class,199.9900055,0,Water Sports,Consumer,1,Southern Europe,July,0,0.0,0.0,5.0,0.0,6.0,1.0
DEBIT,Standard Class,199.9900055,0,Water Sports,Consumer,1,Southern Europe,July,0,0.0,0.0,5.0,0.0,6.0,1.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,5,Central America,April,0,1.0,0.0,3.0,0.0,0.0,6.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,3,Central America,April,0,1.0,0.0,3.0,0.0,0.0,6.0
DEBIT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,5,Central America,April,0,0.0,0.0,3.0,0.0,0.0,6.0
DEBIT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Corporate,4,Central America,April,0,0.0,0.0,3.0,1.0,0.0,6.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,1,Central America,April,0,1.0,0.0,3.0,0.0,0.0,6.0
PAYMENT,Second Class,49.97999954,0,Indoor/Outdoor Games,Consumer,1,Central America,April,0,2.0,1.0,3.0,0.0,0.0,6.0
PAYMENT,Second Class,49.97999954,0,Indoor/Outdoor Games,Consumer,4,Central America,April,0,2.0,1.0,3.0,0.0,0.0,6.0
PAYMENT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Corporate,5,Central America,April,0,2.0,0.0,3.0,1.0,0.0,6.0
CASH,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,3,Central America,April,0,3.0,0.0,3.0,0.0,0.0,6.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Corporate,2,Central America,April,0,1.0,0.0,3.0,1.0,0.0,6.0
PAYMENT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,3,Caribbean,April,0,2.0,0.0,3.0,0.0,7.0,6.0
DEBIT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,3,South America,April,0,0.0,0.0,3.0,0.0,2.0,6.0
PAYMENT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,1,South America,April,0,2.0,0.0,3.0,0.0,2.0,6.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,4,Central America,April,0,1.0,0.0,3.0,0.0,0.0,6.0
TRANSFER,Second Class,49.97999954,0,Indoor/Outdoor Games,Consumer,5,Central America,April,0,1.0,1.0,3.0,0.0,0.0,6.0
PAYMENT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,5,South America,April,0,2.0,0.0,3.0,0.0,2.0,6.0
DEBIT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,4,South America,April,0,0.0,0.0,3.0,0.0,2.0,6.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,4,Central America,April,0,1.0,0.0,3.0,0.0,0.0,6.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,2,Central America,April,0,1.0,0.0,3.0,0.0,0.0,6.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,3,Central America,April,0,1.0,0.0,3.0,0.0,0.0,6.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,1,Central America,April,0,1.0,0.0,3.0,0.0,0.0,6.0
DEBIT,Same Day,49.97999954,0,Indoor/Outdoor Games,Consumer,1,South America,March,0,0.0,3.0,3.0,0.0,2.0,2.0
CASH,Standard Class,49.97999954,0,Indoor/Outdoor Games,Corporate,1,Central America,April,0,3.0,0.0,3.0,1.0,0.0,6.0
PAYMENT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,4,Central America,April,0,2.0,0.0,3.0,0.0,0.0,6.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,3,Central America,April,0,1.0,0.0,3.0,0.0,0.0,6.0
DEBIT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Corporate,1,South America,April,0,0.0,0.0,3.0,1.0,2.0,6.0
DEBIT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Home Office,4,South America,April,0,0.0,0.0,3.0,2.0,2.0,6.0
DEBIT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,3,South America,April,0,0.0,0.0,3.0,0.0,2.0,6.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Corporate,2,Caribbean,April,0,1.0,0.0,3.0,1.0,7.0,6.0
PAYMENT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Home Office,1,Caribbean,April,0,2.0,0.0,3.0,2.0,7.0,6.0
PAYMENT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Corporate,4,Central America,April,0,2.0,0.0,3.0,1.0,0.0,6.0
PAYMENT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Corporate,5,Caribbean,March,0,2.0,0.0,3.0,1.0,7.0,2.0
TRANSFER,Second Class,49.97999954,0,Indoor/Outdoor Games,Corporate,4,Caribbean,March,0,1.0,1.0,3.0,1.0,7.0,2.0
PAYMENT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Corporate,1,Caribbean,March,0,2.0,0.0,3.0,1.0,7.0,2.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,4,South America,April,0,1.0,0.0,3.0,0.0,2.0,6.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,2,Central America,March,0,1.0,0.0,3.0,0.0,0.0,2.0
CASH,Second Class,49.97999954,0,Indoor/Outdoor Games,Consumer,4,Central America,March,0,3.0,1.0,3.0,0.0,0.0,2.0
DEBIT,Second Class,49.97999954,0,Indoor/Outdoor Games,Consumer,3,Central America,March,0,0.0,1.0,3.0,0.0,0.0,2.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Corporate,4,Central America,March,0,1.0,0.0,3.0,1.0,0.0,2.0
PAYMENT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Home Office,5,South America,March,0,2.0,0.0,3.0,2.0,2.0,2.0
PAYMENT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Home Office,4,South America,March,0,2.0,0.0,3.0,2.0,2.0,2.0
TRANSFER,Same Day,49.97999954,0,Indoor/Outdoor Games,Consumer,2,Central America,March,0,1.0,3.0,3.0,0.0,0.0,2.0
DEBIT,Same Day,49.97999954,0,Indoor/Outdoor Games,Consumer,5,Central America,March,0,0.0,3.0,3.0,0.0,0.0,2.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,5,Central America,March,0,1.0,0.0,3.0,0.0,0.0,2.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Corporate,1,Central America,March,0,1.0,0.0,3.0,1.0,0.0,2.0
PAYMENT,Second Class,49.97999954,0,Indoor/Outdoor Games,Consumer,3,Central America,March,0,2.0,1.0,3.0,0.0,0.0,2.0
CASH,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,5,Central America,March,0,3.0,0.0,3.0,0.0,0.0,2.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,3,Central America,March,0,1.0,0.0,3.0,0.0,0.0,2.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,5,Central America,March,0,1.0,0.0,3.0,0.0,0.0,2.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,4,Central America,March,0,1.0,0.0,3.0,0.0,0.0,2.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Home Office,5,Central America,March,0,1.0,0.0,3.0,2.0,0.0,2.0
PAYMENT,Same Day,49.97999954,0,Indoor/Outdoor Games,Consumer,3,Central America,March,0,2.0,3.0,3.0,0.0,0.0,2.0
PAYMENT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,4,Central America,March,0,2.0,0.0,3.0,0.0,0.0,2.0
PAYMENT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,3,South America,March,0,2.0,0.0,3.0,0.0,2.0,2.0
PAYMENT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,2,Caribbean,March,0,2.0,0.0,3.0,0.0,7.0,2.0
DEBIT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,3,South America,March,0,0.0,0.0,3.0,0.0,2.0,2.0
DEBIT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,2,South America,March,0,0.0,0.0,3.0,0.0,2.0,2.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,5,Central America,March,0,1.0,0.0,3.0,0.0,0.0,2.0
CASH,Second Class,49.97999954,0,Indoor/Outdoor Games,Home Office,4,Central America,March,0,3.0,1.0,3.0,2.0,0.0,2.0
CASH,Second Class,49.97999954,0,Indoor/Outdoor Games,Home Office,4,Central America,March,0,3.0,1.0,3.0,2.0,0.0,2.0
DEBIT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Home Office,2,Central America,March,0,0.0,0.0,3.0,2.0,0.0,2.0
DEBIT,Second Class,49.97999954,0,Indoor/Outdoor Games,Corporate,3,Central America,March,0,0.0,1.0,3.0,1.0,0.0,2.0
DEBIT,Second Class,49.97999954,0,Indoor/Outdoor Games,Home Office,1,South America,March,0,0.0,1.0,3.0,2.0,2.0,2.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,2,Central America,March,0,1.0,0.0,3.0,0.0,0.0,2.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Corporate,4,Northern Europe,July,0,1.0,0.0,3.0,1.0,4.0,1.0
PAYMENT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,4,Western Europe,July,0,2.0,0.0,3.0,0.0,1.0,1.0
TRANSFER,Second Class,49.97999954,0,Indoor/Outdoor Games,Corporate,1,Western Europe,July,0,1.0,1.0,3.0,1.0,1.0,1.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Corporate,4,Western Europe,July,0,1.0,0.0,3.0,1.0,1.0,1.0
CASH,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,4,Western Europe,July,0,3.0,0.0,3.0,0.0,1.0,1.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,5,Southern Europe,July,0,1.0,0.0,3.0,0.0,6.0,1.0
DEBIT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Corporate,3,Northern Europe,July,0,0.0,0.0,3.0,1.0,4.0,1.0
PAYMENT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,4,Western Europe,July,0,2.0,0.0,3.0,0.0,1.0,1.0
DEBIT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,1,Northern Europe,July,0,0.0,0.0,3.0,0.0,4.0,1.0
DEBIT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,2,Northern Europe,July,0,0.0,0.0,3.0,0.0,4.0,1.0
DEBIT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Corporate,2,Western Europe,July,0,0.0,0.0,3.0,1.0,1.0,1.0
DEBIT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Corporate,1,Western Europe,July,0,0.0,0.0,3.0,1.0,1.0,1.0
DEBIT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Corporate,1,Western Europe,July,0,0.0,0.0,3.0,1.0,1.0,1.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Corporate,1,Western Europe,July,0,1.0,0.0,3.0,1.0,1.0,1.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,2,Western Europe,July,0,1.0,0.0,3.0,0.0,1.0,1.0
CASH,Standard Class,49.97999954,0,Indoor/Outdoor Games,Home Office,3,Western Europe,July,0,3.0,0.0,3.0,2.0,1.0,1.0
TRANSFER,Standard Class,49.97999954,0,Indoor/Outdoor Games,Consumer,1,Western Europe,July,0,1.0,0.0,3.0,0.0,1.0,1.0
DEBIT,Standard Class,49.97999954,0,Indoor/Outdoor Games,Corporate,2,Western Europe,July,0,0.0,0.0,3.0,1.0,1.0,1.0
