Type,ShippingMode,LateDeliveryRisk,CategoryName,CustomerSegment,OrderItemTotal,OrderRegion,ShippingMonthName
PAYMENT,Second Class,0,Cleats,Home Office,167.3699951,Northern Europe,July
PAYMENT,Second Class,1,Cleats,Home Office,163.7700043,Northern Europe,September
PAYMENT,Second Class,1,Cleats,Home Office,161.9700012,Western Europe,August
PAYMENT,Second Class,0,Women's Apparel,Home Office,139.5,Western Europe,July
PAYMENT,Second Class,1,Shop By Sport,Home Office,107.9700012,Northern Europe,August
PAYMENT,Second Class,1,Women's Apparel,Home Office,112.5,Western Europe,September
PAYMENT,Second Class,1,Trade-In,Home Office,55.40999985,Western Europe,July
PAYMENT,Second Class,1,Cardio Equipment,Home Office,299.9700012,Central America,April
PAYMENT,Second Class,1,Cleats,Home Office,178.1699982,Central America,April
PAYMENT,Second Class,1,Cleats,Home Office,170.9700012,Central America,May
PAYMENT,Second Class,1,Cleats,Home Office,170.0700073,Caribbean,April
PAYMENT,Second Class,1,Cleats,Home Office,167.3699951,South America,April
PAYMENT,Second Class,1,Cleats,Home Office,163.7700043,South America,April
PAYMENT,Second Class,1,Cleats,Home Office,152.9700012,Caribbean,June
PAYMENT,Second Class,1,Cleats,Home Office,152.9700012,South America,February
PAYMENT,Second Class,1,Women's Apparel,Home Office,150.0,Central America,April
PAYMENT,Second Class,1,Shop By Sport,Home Office,115.1699982,Central America,April
PAYMENT,Second Class,1,Women's Apparel,Home Office,144.0,South America,April
PAYMENT,Second Class,1,Women's Apparel,Home Office,142.5,Caribbean,April
PAYMENT,Second Class,1,Women's Apparel,Home Office,139.5,Central America,March
PAYMENT,Second Class,0,Women's Apparel,Home Office,132.0,Central America,March
PAYMENT,Second Class,1,Women's Apparel,Home Office,132.0,Central America,February
PAYMENT,Second Class,1,Women's Apparel,Home Office,130.5,Central America,February
PAYMENT,Second Class,1,Women's Apparel,Home Office,124.5,Central America,February
PAYMENT,Second Class,1,Shop By Sport,Home Office,99.58000183,South America,January
TRANSFER,Standard Class,1,Women's Apparel,Consumer,240.0,South America,March
TRANSFER,Standard Class,1,Shop By Sport,Consumer,189.9499969,South America,February
TRANSFER,Standard Class,0,Shop By Sport,Consumer,188.9499969,South America,April
TRANSFER,Standard Class,0,Women's Apparel,Consumer,236.25,South America,April
TRANSFER,Standard Class,1,Women's Apparel,Consumer,236.25,South America,April
TRANSFER,Standard Class,0,Shop By Sport,Consumer,136.5,Caribbean,February
TRANSFER,Standard Class,0,Shop By Sport,Consumer,181.9499969,Caribbean,April
TRANSFER,Standard Class,1,Women's Apparel,Consumer,225.0,Caribbean,March
TRANSFER,Standard Class,0,Women's Apparel,Consumer,225.0,Central America,February
TRANSFER,Standard Class,0,Shop By Sport,Consumer,173.9600067,Central America,April
TRANSFER,Standard Class,0,Women's Apparel,Consumer,217.5,Central America,February
TRANSFER,Standard Class,0,Women's Apparel,Consumer,217.5,South America,May
TRANSFER,Standard Class,0,Shop By Sport,Consumer,169.9600067,Central America,March
TRANSFER,Standard Class,0,Women's Apparel,Consumer,212.5,South America,June
TRANSFER,Standard Class,0,Shop By Sport,Consumer,167.9600067,Caribbean,January
TRANSFER,Standard Class,1,Women's Apparel,Consumer,207.5,Central America,May
TRANSFER,Standard Class,1,Women's Apparel,Consumer,207.5,South America,March
TRANSFER,Standard Class,0,Women's Apparel,Consumer,200.0,Caribbean,April
TRANSFER,Standard Class,1,Women's Apparel,Consumer,200.0,Central America,March
TRANSFER,Standard Class,0,Shop By Sport,Consumer,149.9600067,Central America,June
TRANSFER,Standard Class,0,Women's Apparel,Consumer,187.5,Central America,May
TRANSFER,Standard Class,1,Women's Apparel,Consumer,187.5,South America,February
TRANSFER,Standard Class,0,Women's Apparel,Consumer,187.5,South America,May
TRANSFER,Standard Class,1,Electronics,Consumer,237.5500031,Central America,April
TRANSFER,Standard Class,0,Electronics,Consumer,153.5500031,Central America,February
TRANSFER,Standard Class,1,Kids' Golf Clubs,Consumer,395.9599915,Central America,May
TRANSFER,Standard Class,0,Hunting & Shooting,Consumer,124.4599991,Caribbean,April
TRANSFER,Standard Class,0,Baseball & Softball,Consumer,284.9500122,South America,May
TRANSFER,Standard Class,1,Cardio Equipment,Consumer,449.9599915,Central America,April
TRANSFER,Standard Class,0,Cardio Equipment,Consumer,449.9599915,South America,May
TRANSFER,Standard Class,0,Boxing & MMA,Consumer,337.4599915,South America,June
TRANSFER,Standard Class,0,Cleats,Consumer,299.9500122,Central America,March
TRANSFER,Standard Class,0,Cleats,Consumer,296.9500122,Central America,February
TRANSFER,Standard Class,1,Cleats,Consumer,296.9500122,Central America,January
TRANSFER,Standard Class,0,Cleats,Consumer,293.9500122,South America,February
TRANSFER,Standard Class,1,Cleats,Consumer,290.9500122,Central America,May
TRANSFER,Standard Class,1,Cleats,Consumer,287.9500122,Central America,February
TRANSFER,Standard Class,1,Cleats,Consumer,283.4500122,Central America,January
DEBIT,Second Class,1,Cardio Equipment,Consumer,86.98999786,Central Africa,January
DEBIT,Second Class,1,Men's Footwear,Consumer,127.3899994,North Africa,November
DEBIT,Second Class,1,Men's Footwear,Consumer,118.2900009,East Africa,September
DEBIT,Second Class,1,Men's Footwear,Consumer,116.9899979,North Africa,August
DEBIT,Second Class,1,Cleats,Consumer,49.18999863,North Africa,November
DEBIT,Second Class,1,Men's Footwear,Consumer,103.9899979,West Africa,October
DEBIT,Second Class,1,Camping & Hiking,Consumer,296.980011,North Africa,November
DEBIT,Second Class,1,Camping & Hiking,Consumer,293.980011,North Africa,August
DEBIT,Second Class,1,Consumer Electronics,Consumer,252.8800049,Southern Europe,November
DEBIT,Second Class,1,Cameras,Consumer,447.519989,Western Europe,October
DEBIT,Second Class,1,Consumer Electronics,Consumer,250.3500061,Western Europe,November
DEBIT,Second Class,1,Cameras,Consumer,443.0,Western Europe,October
DEBIT,Second Class,1,Consumer Electronics,Consumer,245.2899933,Western Europe,November
DEBIT,Second Class,1,Cameras,Consumer,433.9599915,Southern Europe,October
DEBIT,Second Class,1,Consumer Electronics,Consumer,240.2400055,Western Europe,November
DEBIT,Second Class,0,Cameras,Consumer,427.1799927,Western Europe,October
DEBIT,Second Class,1,Cameras,Consumer,427.1799927,Western Europe,October
DEBIT,Second Class,1,Cameras,Consumer,420.3999939,Southern Europe,October
DEBIT,Second Class,0,Consumer Electronics,Consumer,230.1199951,Northern Europe,November
DEBIT,Second Class,1,Cameras,Consumer,411.3599854,Southern Europe,October
DEBIT,Second Class,1,Consumer Electronics,Consumer,230.1199951,Southern Europe,November
DEBIT,Second Class,0,Cameras,Consumer,406.8399963,Southern Europe,October
DEBIT,Second Class,1,Consumer Electronics,Consumer,227.5899963,Western Europe,November
DEBIT,Second Class,1,Cameras,Consumer,384.230011,Northern Europe,October
DEBIT,Second Class,1,Consumer Electronics,Consumer,214.9499969,Western Europe,November
DEBIT,Second Class,1,Cameras,Consumer,379.7099915,Western Europe,October
DEBIT,Second Class,1,Consumer Electronics,Consumer,209.8899994,Northern Europe,November
DEBIT,Second Class,1,Consumer Electronics,Consumer,209.8899994,Southern Europe,November
DEBIT,Second Class,1,Consumer Electronics,Consumer,209.8899994,Western Europe,November
DEBIT,Second Class,1,Cameras,Consumer,370.6700134,Northern Europe,October
DEBIT,Second Class,1,Cameras,Consumer,370.6700134,Southern Europe,October
DEBIT,Second Class,1,Consumer Electronics,Consumer,207.3600006,Western Europe,November
DEBIT,Second Class,0,Cameras,Consumer,339.0299988,Northern Europe,October
DEBIT,Second Class,1,Soccer,Consumer,78.38999939,Southern Europe,September
DEBIT,Second Class,1,Baseball & Softball,Consumer,52.18999863,Northern Europe,September
DEBIT,Second Class,1,Electronics,Consumer,43.18999863,Northern Europe,October
DEBIT,Second Class,1,Cardio Equipment,Consumer,95.98999786,Western Europe,August
DEBIT,Second Class,1,Cardio Equipment,Consumer,94.98999786,Northern Europe,August
DEBIT,Second Class,1,Electronics,Consumer,41.84000015,Western Europe,September
DEBIT,Second Class,1,Cardio Equipment,Consumer,89.98999786,Western Europe,October
DEBIT,Second Class,1,Cardio Equipment,Consumer,87.98999786,Western Europe,July
TRANSFER,Standard Class,0,Cardio Equipment,Consumer,363.9599915,East Africa,September
TRANSFER,Standard Class,0,Cleats,Consumer,239.9600067,North Africa,October
TRANSFER,Standard Class,1,Cleats,Consumer,230.3600006,North Africa,January
TRANSFER,Standard Class,1,Cleats,Consumer,227.9600067,West Africa,October
TRANSFER,Standard Class,0,Cleats,Consumer,226.7599945,North Africa,September
TRANSFER,Standard Class,1,Cleats,Consumer,208.7700043,North Africa,January
TRANSFER,Standard Class,1,Women's Apparel,Consumer,200.0,West Africa,January
TRANSFER,Standard Class,1,Women's Apparel,Consumer,198.0,North Africa,August
TRANSFER,Standard Class,0,Shop By Sport,Consumer,155.1600037,West Africa,September
TRANSFER,Standard Class,1,Shop By Sport,Consumer,151.1600037,North Africa,December
TRANSFER,Standard Class,0,Girls' Apparel,Consumer,111.5999985,Southern Africa,September
TRANSFER,Standard Class,0,Women's Apparel,Consumer,170.0,North Africa,November
TRANSFER,Standard Class,0,Women's Apparel,Consumer,160.0,North Africa,September
TRANSFER,Standard Class,1,Women's Apparel,Consumer,150.0,West Africa,November
TRANSFER,Standard Class,0,Accessories,Consumer,94.45999908,West Africa,December
TRANSFER,Standard Class,1,Cardio Equipment,Consumer,395.9599915,East Africa,January
TRANSFER,Standard Class,1,Cardio Equipment,Consumer,391.9599915,Southern Africa,November
TRANSFER,Standard Class,0,Cardio Equipment,Consumer,379.9599915,East Africa,September
TRANSFER,Standard Class,0,Cardio Equipment,Consumer,363.9599915,East Africa,November
TRANSFER,Standard Class,1,Cardio Equipment,Consumer,359.9599915,East Africa,December
TRANSFER,Standard Class,1,Cardio Equipment,Consumer,351.9599915,East Africa,December
TRANSFER,Standard Class,0,Cardio Equipment,Consumer,351.9599915,North Africa,November
TRANSFER,Standard Class,0,Cardio Equipment,Consumer,339.9700012,Southern Africa,November
DEBIT,Standard Class,0,Men's Footwear,Corporate,124.7900009,West Asia,September
DEBIT,Standard Class,0,Men's Footwear,Corporate,124.7900009,West Asia,September
DEBIT,Standard Class,0,Cleats,Corporate,56.99000168,Oceania,February
DEBIT,Standard Class,0,Men's Footwear,Corporate,123.4899979,Oceania,January
DEBIT,Standard Class,0,Men's Footwear,Corporate,123.4899979,Oceania,March
DEBIT,Standard Class,1,Men's Footwear,Corporate,123.4899979,Oceania,January
DEBIT,Standard Class,1,Women's Clothing,Corporate,205.0299988,Oceania,February
DEBIT,Standard Class,0,Men's Footwear,Corporate,123.4899979,South Asia,January
DEBIT,Standard Class,0,Men's Footwear,Corporate,123.4899979,South Asia,February
DEBIT,Standard Class,1,Men's Footwear,Corporate,123.4899979,Southeast Asia,December
DEBIT,Standard Class,1,Men's Footwear,Corporate,123.4899979,Southeast Asia,December
DEBIT,Standard Class,0,Cleats,Corporate,56.99000168,West Asia,September
DEBIT,Standard Class,0,Men's Footwear,Corporate,123.4899979,West Asia,September
DEBIT,Standard Class,0,Men's Footwear,Corporate,123.4899979,West Asia,December
DEBIT,Standard Class,0,Men's Footwear,Corporate,123.4899979,West Asia,November
DEBIT,Standard Class,0,Crafts,Corporate,436.1000061,Eastern Asia,December
DEBIT,Standard Class,0,Men's Footwear,Corporate,122.8399963,Eastern Asia,February
DEBIT,Standard Class,0,Cleats,Corporate,56.68999863,Oceania,March
DEBIT,Standard Class,0,Men's Footwear,Corporate,122.8399963,Oceania,March
DEBIT,Standard Class,0,Men's Footwear,Corporate,122.8399963,Oceania,March
DEBIT,Standard Class,1,Men's Footwear,Corporate,122.8399963,South Asia,November
DEBIT,Standard Class,1,Men's Footwear,Corporate,122.8399963,Southeast Asia,December
DEBIT,Standard Class,0,Men's Footwear,Corporate,122.8399963,West Asia,December
DEBIT,Standard Class,0,Men's Footwear,Corporate,122.8399963,West Asia,September
DEBIT,Standard Class,0,Men's Footwear,Corporate,122.8399963,West Asia,November
DEBIT,Standard Class,1,Men's Footwear,Corporate,120.8899994,Central Asia,September
DEBIT,Standard Class,0,Men's Footwear,Corporate,120.8899994,Eastern Asia,November
DEBIT,Standard Class,0,Men's Footwear,Corporate,120.8899994,Eastern Asia,December
DEBIT,Standard Class,0,Men's Footwear,Corporate,120.8899994,Eastern Asia,January
DEBIT,Standard Class,0,Women's Clothing,Corporate,200.7100067,Eastern Asia,December
DEBIT,Standard Class,1,Cleats,Corporate,55.79000092,Oceania,March
DEBIT,Standard Class,0,Men's Footwear,Corporate,120.8899994,Oceania,March
DEBIT,Standard Class,0,Men's Footwear,Corporate,120.8899994,Oceania,February
DEBIT,Standard Class,0,Women's Clothing,Corporate,200.7100067,Oceania,January
DEBIT,Standard Class,0,Men's Footwear,Corporate,120.8899994,South Asia,December
DEBIT,Standard Class,1,Men's Footwear,Corporate,120.8899994,South Asia,January
DEBIT,Standard Class,1,Women's Clothing,Corporate,200.7100067,South Asia,December
DEBIT,Standard Class,0,Crafts,Corporate,429.1799927,Southeast Asia,December
DEBIT,Standard Class,0,Men's Footwear,Corporate,120.8899994,Southeast Asia,January
DEBIT,Standard Class,0,Women's Clothing,Corporate,200.7100067,Southeast Asia,February
DEBIT,Standard Class,0,Men's Footwear,Corporate,120.8899994,West Asia,September
DEBIT,Standard Class,1,Men's Footwear,Corporate,120.8899994,West Asia,November
DEBIT,Standard Class,0,Men's Footwear,Corporate,118.2900009,Central Asia,December
DEBIT,Standard Class,0,Cleats,Corporate,54.59000015,Eastern Asia,March
DEBIT,Standard Class,0,Men's Clothing,Corporate,191.8699951,Eastern Asia,November
DEBIT,Standard Class,0,Women's Apparel,Consumer,225.0,West Africa,December
DEBIT,Standard Class,0,Women's Apparel,Consumer,220.0,West Africa,October
DEBIT,Standard Class,0,Shop By Sport,Consumer,173.9600067,West Africa,October
DEBIT,Standard Class,0,Shop By Sport,Consumer,169.9600067,Central Africa,November
DEBIT,Standard Class,1,Women's Apparel,Consumer,210.0,West Africa,October
DEBIT,Standard Class,0,Women's Apparel,Consumer,207.5,Central Africa,September
DEBIT,Standard Class,1,Women's Apparel,Consumer,207.5,Central Africa,November
DEBIT,Standard Class,0,Women's Apparel,Consumer,207.5,West Africa,November
DEBIT,Standard Class,0,Women's Apparel,Consumer,205.0,East Africa,November
DEBIT,Standard Class,1,Women's Apparel,Consumer,205.0,East Africa,December
DEBIT,Standard Class,1,Women's Apparel,Consumer,205.0,West Africa,October
DEBIT,Standard Class,0,Women's Apparel,Consumer,200.0,Central Africa,October
DEBIT,Standard Class,1,Shop By Sport,Consumer,149.9600067,Central Africa,October
DEBIT,Standard Class,1,Women's Apparel,Consumer,187.5,West Africa,December
DEBIT,Standard Class,1,Accessories,Consumer,124.9499969,Southern Africa,September
DEBIT,Standard Class,1,Accessories,Consumer,118.6999969,West Africa,October
DEBIT,Standard Class,0,Accessories,Consumer,118.0800018,East Africa,October
DEBIT,Standard Class,1,Trade-In,Consumer,74.34999847,West Africa,November
DEBIT,Standard Class,1,Trade-In,Consumer,67.16000366,West Africa,October
DEBIT,Standard Class,0,Electronics,Consumer,131.1600037,North Africa,December
DEBIT,Standard Class,0,Hunting & Shooting,Consumer,119.9599991,North Africa,September
DEBIT,Standard Class,0,Tennis & Racquet,Consumer,186.7100067,West Africa,December
DEBIT,Standard Class,0,Cleats,Consumer,299.9500122,East Africa,September
DEBIT,Standard Class,0,Shop By Sport,Consumer,165.9600067,North Africa,October
DEBIT,Standard Class,1,Women's Apparel,Consumer,200.0,Southern Africa,September
DEBIT,Standard Class,1,Electronics,Consumer,196.7599945,Southern Africa,January
DEBIT,Standard Class,1,Baseball & Softball,Consumer,284.9500122,Western Europe,October
DEBIT,Standard Class,1,Fitness Accessories,Consumer,174.9499969,Eastern Europe,October
DEBIT,Standard Class,0,Electronics,Consumer,137.1499939,Southern Europe,August
DEBIT,Standard Class,1,Electronics,Consumer,155.1499939,Western Europe,June
DEBIT,Standard Class,1,Fitness Accessories,Consumer,166.1999969,Western Europe,October
DEBIT,Standard Class,1,Fitness Accessories,Consumer,165.3300018,Southern Europe,October
DEBIT,Standard Class,1,Cardio Equipment,Consumer,454.9500122,Eastern Europe,November
TRANSFER,Standard Class,0,Cleats,Corporate,101.9800034,Central America,March
TRANSFER,Standard Class,1,Cleats,Corporate,101.9800034,South America,June
TRANSFER,Standard Class,0,Cleats,Corporate,99.58000183,Central America,February
TRANSFER,Standard Class,0,Cleats,Corporate,99.58000183,Central America,April
TRANSFER,Standard Class,1,Cleats,Corporate,99.58000183,South America,February
TRANSFER,Standard Class,0,Women's Apparel,Corporate,100.0,South America,February
TRANSFER,Standard Class,0,Women's Apparel,Corporate,100.0,South America,March
TRANSFER,Standard Class,0,Women's Apparel,Corporate,99.0,Central America,May
TRANSFER,Standard Class,0,Shop By Sport,Corporate,79.18000031,South America,April
TRANSFER,Standard Class,0,Women's Apparel,Corporate,97.0,Central America,March
TRANSFER,Standard Class,0,Women's Apparel,Corporate,96.0,Caribbean,May
TRANSFER,Standard Class,0,Shop By Sport,Corporate,76.77999878,Central America,May
TRANSFER,Standard Class,1,Shop By Sport,Corporate,75.98000336,Caribbean,February
TRANSFER,Standard Class,1,Shop By Sport,Corporate,75.98000336,Central America,May
TRANSFER,Standard Class,1,Women's Apparel,Corporate,95.0,South America,February
TRANSFER,Standard Class,1,Girls' Apparel,Corporate,132.3000031,Central America,February
TRANSFER,Standard Class,1,Girls' Apparel,Corporate,46.5,Central America,March
TRANSFER,Standard Class,0,Women's Apparel,Corporate,93.0,Central America,February
TRANSFER,Standard Class,0,Women's Apparel,Corporate,93.0,Central America,April
TRANSFER,Standard Class,1,Shop By Sport,Corporate,72.77999878,South America,April
TRANSFER,Standard Class,0,Shop By Sport,Corporate,71.98000336,Central America,April
TRANSFER,Standard Class,0,Shop By Sport,Corporate,71.98000336,Central America,April
TRANSFER,Standard Class,0,Women's Apparel,Corporate,90.0,Central America,March
TRANSFER,Standard Class,0,Shop By Sport,Corporate,71.98000336,South America,January
TRANSFER,Standard Class,0,Women's Apparel,Corporate,90.0,South America,February
TRANSFER,Standard Class,1,Women's Apparel,Corporate,90.0,South America,February
TRANSFER,Standard Class,0,Shop By Sport,Corporate,70.37999725,Caribbean,June
TRANSFER,Standard Class,0,Women's Apparel,Corporate,88.0,Central America,April
TRANSFER,Standard Class,0,Women's Apparel,Corporate,87.0,Central America,March
TRANSFER,Standard Class,0,Women's Apparel,Corporate,85.0,Central America,May
TRANSFER,Standard Class,0,Shop By Sport,Corporate,66.37999725,Central America,June
TRANSFER,Standard Class,0,Girls' Apparel,Corporate,65.58000183,Central America,February
TRANSFER,Standard Class,0,Shop By Sport,Corporate,65.58000183,South America,February
TRANSFER,Standard Class,1,Shop By Sport,Corporate,65.58000183,South America,March
TRANSFER,Standard Class,1,Women's Apparel,Corporate,82.0,South America,February
TRANSFER,Standard Class,0,Women's Apparel,Corporate,80.0,Central America,February
TRANSFER,Standard Class,0,Women's Apparel,Corporate,80.0,South America,March
TRANSFER,Standard Class,0,Shop By Sport,Corporate,59.99000168,Central America,April
TRANSFER,Standard Class,1,Shop By Sport,Corporate,59.99000168,Central America,February
TRANSFER,Standard Class,0,Women's Apparel,Corporate,75.0,Central America,June
TRANSFER,Standard Class,1,Electronics,Corporate,63.34000015,Central America,May
TRANSFER,Standard Class,0,Accessories,Corporate,47.22999954,South America,March
TRANSFER,Standard Class,1,Golf Balls,Corporate,35.97999954,South America,May
TRANSFER,Standard Class,1,Electronics,Corporate,84.45999908,South America,May
TRANSFER,Standard Class,0,Sporting Goods,Corporate,262.2000122,South Asia,January
DEBIT,Standard Class,0,Sporting Goods,Corporate,245.8099976,Eastern Asia,January
DEBIT,Second Class,1,Sporting Goods,Corporate,327.75,Eastern Asia,January
DEBIT,Standard Class,1,Sporting Goods,Corporate,324.4700012,South Asia,January
PAYMENT,Standard Class,0,Sporting Goods,Corporate,321.2000122,South Asia,January
DEBIT,Standard Class,0,Sporting Goods,Corporate,317.9200134,South Asia,January
PAYMENT,Second Class,1,Sporting Goods,Home Office,311.3599854,Southeast Asia,January
TRANSFER,Standard Class,1,Sporting Goods,Corporate,309.7200012,Oceania,January
DEBIT,First Class,1,Sporting Goods,Home Office,304.8099976,Eastern Asia,January
TRANSFER,Standard Class,0,Sporting Goods,Consumer,298.25,Eastern Asia,January
DEBIT,Standard Class,0,Sporting Goods,Corporate,294.980011,Eastern Asia,January
DEBIT,Standard Class,1,Sporting Goods,Corporate,288.4200134,Eastern Asia,January
TRANSFER,Standard Class,1,Sporting Goods,Corporate,285.1400146,South Asia,January
DEBIT,Standard Class,0,Sporting Goods,Corporate,278.5899963,South Asia,January
TRANSFER,Standard Class,0,Sporting Goods,Corporate,275.3099976,Southeast Asia,January
TRANSFER,Standard Class,0,Sporting Goods,Consumer,272.0299988,Southeast Asia,January
PAYMENT,Second Class,1,Sporting Goods,Consumer,268.7600098,Southeast Asia,January
PAYMENT,Standard Class,1,Sporting Goods,Corporate,262.2000122,Southeast Asia,January
TRANSFER,Standard Class,0,Sporting Goods,Consumer,245.8099976,South Asia,January
TRANSFER,Standard Class,0,Sporting Goods,Consumer,327.75,South Asia,January
DEBIT,First Class,1,Sporting Goods,Consumer,324.4700012,South Asia,January
DEBIT,First Class,1,Sporting Goods,Consumer,321.2000122,South Asia,January
DEBIT,First Class,1,Sporting Goods,Consumer,317.9200134,South Asia,January
TRANSFER,First Class,1,Sporting Goods,Consumer,314.6400146,Eastern Asia,January
TRANSFER,Same Day,0,Sporting Goods,Home Office,311.3599854,Southeast Asia,January
PAYMENT,Same Day,0,Sporting Goods,Home Office,309.7200012,Southeast Asia,January
CASH,Same Day,0,Sporting Goods,Consumer,304.8099976,Oceania,January
TRANSFER,Standard Class,1,Sporting Goods,Home Office,298.25,Oceania,January
PAYMENT,Standard Class,0,Sporting Goods,Home Office,294.980011,Oceania,January
TRANSFER,Standard Class,0,Sporting Goods,Consumer,288.4200134,Oceania,January
DEBIT,Standard Class,0,Sporting Goods,Corporate,285.1400146,Oceania,January
DEBIT,Standard Class,1,Sporting Goods,Corporate,278.5899963,Oceania,January
DEBIT,Second Class,1,Sporting Goods,Corporate,272.0299988,Oceania,January
DEBIT,Standard Class,0,Sporting Goods,Corporate,268.7600098,Oceania,January
DEBIT,Second Class,0,Sporting Goods,Corporate,262.2000122,Eastern Asia,January
PAYMENT,First Class,1,Sporting Goods,Consumer,245.8099976,Southeast Asia,January
DEBIT,Second Class,1,Sporting Goods,Consumer,327.75,Southeast Asia,January
PAYMENT,Second Class,1,Sporting Goods,Consumer,324.4700012,Eastern Asia,January
DEBIT,Standard Class,0,Sporting Goods,Corporate,321.2000122,South Asia,January
