Type,ShippingMode,LateDeliveryRisk,CategoryName,CustomerSegment,OrderItemTotal,OrderRegion,ShippingMonthName,Type_index,ShippingMode_index,CategoryName_index,CustomerSegment_index,OrderRegion_index,ShippingMonthName_index
PAYMENT,Second Class,1,Cleats,Home Office,178.1699982,Central America,April,2.0,1.0,0.0,2.0,0.0,5.0
PAYMENT,Second Class,1,Cleats,Home Office,170.9700012,Central America,May,2.0,1.0,0.0,2.0,0.0,4.0
PAYMENT,Second Class,1,Cleats,Home Office,170.0700073,Caribbean,April,2.0,1.0,0.0,2.0,7.0,5.0
PAYMENT,Second Class,1,Cleats,Home Office,152.9700012,South America,February,2.0,1.0,0.0,2.0,2.0,8.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,150.0,Central America,April,2.0,1.0,2.0,2.0,0.0,5.0
PAYMENT,Second Class,1,Shop By Sport,Home Office,115.1699982,Central America,April,2.0,1.0,8.0,2.0,0.0,5.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,144.0,South America,April,2.0,1.0,2.0,2.0,2.0,5.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,142.5,Caribbean,April,2.0,1.0,2.0,2.0,7.0,5.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,139.5,Central America,March,2.0,1.0,2.0,2.0,0.0,3.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,132.0,Central America,February,2.0,1.0,2.0,2.0,0.0,8.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,130.5,Central America,February,2.0,1.0,2.0,2.0,0.0,8.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,124.5,Central America,February,2.0,1.0,2.0,2.0,0.0,8.0
PAYMENT,Second Class,1,Shop By Sport,Home Office,99.58000183,South America,January,2.0,1.0,8.0,2.0,2.0,0.0
TRANSFER,Standard Class,1,Women's Apparel,Consumer,240.0,South America,March,1.0,0.0,2.0,0.0,2.0,3.0
TRANSFER,Standard Class,1,Shop By Sport,Consumer,189.9499969,South America,February,1.0,0.0,8.0,0.0,2.0,8.0
TRANSFER,Standard Class,1,Women's Apparel,Consumer,236.25,South America,April,1.0,0.0,2.0,0.0,2.0,5.0
TRANSFER,Standard Class,1,Women's Apparel,Consumer,207.5,Central America,May,1.0,0.0,2.0,0.0,0.0,4.0
TRANSFER,Standard Class,1,Women's Apparel,Consumer,200.0,Central America,March,1.0,0.0,2.0,0.0,0.0,3.0
TRANSFER,Standard Class,1,Women's Apparel,Consumer,187.5,South America,February,1.0,0.0,2.0,0.0,2.0,8.0
TRANSFER,Standard Class,1,Electronics,Consumer,237.5500031,Central America,April,1.0,0.0,9.0,0.0,0.0,5.0
TRANSFER,Standard Class,1,Kids' Golf Clubs,Consumer,395.9599915,Central America,May,1.0,0.0,32.0,0.0,0.0,4.0
TRANSFER,Standard Class,1,Cardio Equipment,Consumer,449.9599915,Central America,April,1.0,0.0,7.0,0.0,0.0,5.0
TRANSFER,Standard Class,1,Cleats,Consumer,296.9500122,Central America,January,1.0,0.0,0.0,0.0,0.0,0.0
TRANSFER,Standard Class,1,Cleats,Consumer,290.9500122,Central America,May,1.0,0.0,0.0,0.0,0.0,4.0
DEBIT,Second Class,1,Cardio Equipment,Consumer,86.98999786,Central Africa,January,0.0,1.0,7.0,0.0,19.0,0.0
DEBIT,Second Class,1,Men's Footwear,Consumer,127.3899994,North Africa,November,0.0,1.0,1.0,0.0,17.0,11.0
DEBIT,Second Class,1,Men's Footwear,Consumer,118.2900009,East Africa,September,0.0,1.0,1.0,0.0,18.0,6.0
DEBIT,Second Class,1,Cleats,Consumer,49.18999863,North Africa,November,0.0,1.0,0.0,0.0,17.0,11.0
DEBIT,Second Class,1,Men's Footwear,Consumer,103.9899979,West Africa,October,0.0,1.0,1.0,0.0,16.0,9.0
DEBIT,Second Class,1,Camping & Hiking,Consumer,296.980011,North Africa,November,0.0,1.0,6.0,0.0,17.0,11.0
DEBIT,Second Class,1,Camping & Hiking,Consumer,293.980011,North Africa,August,0.0,1.0,6.0,0.0,17.0,2.0
DEBIT,Second Class,1,Cameras,Consumer,447.519989,Western Europe,October,0.0,1.0,20.0,0.0,1.0,9.0
DEBIT,Second Class,1,Consumer Electronics,Consumer,250.3500061,Western Europe,November,0.0,1.0,30.0,0.0,1.0,11.0
DEBIT,Second Class,1,Consumer Electronics,Consumer,245.2899933,Western Europe,November,0.0,1.0,30.0,0.0,1.0,11.0
DEBIT,Second Class,1,Cameras,Consumer,433.9599915,Southern Europe,October,0.0,1.0,20.0,0.0,5.0,9.0
DEBIT,Second Class,1,Consumer Electronics,Consumer,240.2400055,Western Europe,November,0.0,1.0,30.0,0.0,1.0,11.0
DEBIT,Second Class,1,Cameras,Consumer,427.1799927,Western Europe,October,0.0,1.0,20.0,0.0,1.0,9.0
DEBIT,Second Class,1,Consumer Electronics,Consumer,230.1199951,Southern Europe,November,0.0,1.0,30.0,0.0,5.0,11.0
DEBIT,Second Class,1,Consumer Electronics,Consumer,227.5899963,Western Europe,November,0.0,1.0,30.0,0.0,1.0,11.0
DEBIT,Second Class,1,Cameras,Consumer,384.230011,Northern Europe,October,0.0,1.0,20.0,0.0,4.0,9.0
DEBIT,Second Class,1,Consumer Electronics,Consumer,209.8899994,Northern Europe,November,0.0,1.0,30.0,0.0,4.0,11.0
DEBIT,Second Class,1,Consumer Electronics,Consumer,209.8899994,Southern Europe,November,0.0,1.0,30.0,0.0,5.0,11.0
DEBIT,Second Class,1,Cameras,Consumer,370.6700134,Northern Europe,October,0.0,1.0,20.0,0.0,4.0,9.0
DEBIT,Second Class,1,Cameras,Consumer,370.6700134,Southern Europe,October,0.0,1.0,20.0,0.0,5.0,9.0
DEBIT,Second Class,1,Soccer,Consumer,78.38999939,Southern Europe,September,0.0,1.0,44.0,0.0,5.0,6.0
DEBIT,Second Class,1,Baseball & Softball,Consumer,52.18999863,Northern Europe,September,0.0,1.0,18.0,0.0,4.0,6.0
DEBIT,Second Class,1,Electronics,Consumer,43.18999863,Northern Europe,October,0.0,1.0,9.0,0.0,4.0,9.0
DEBIT,Second Class,1,Cardio Equipment,Consumer,89.98999786,Western Europe,October,0.0,1.0,7.0,0.0,1.0,9.0
DEBIT,Second Class,1,Cardio Equipment,Consumer,87.98999786,Western Europe,July,0.0,1.0,7.0,0.0,1.0,1.0
TRANSFER,Standard Class,1,Cleats,Consumer,227.9600067,West Africa,October,1.0,0.0,0.0,0.0,16.0,9.0
TRANSFER,Standard Class,1,Cleats,Consumer,208.7700043,North Africa,January,1.0,0.0,0.0,0.0,17.0,0.0
TRANSFER,Standard Class,1,Women's Apparel,Consumer,198.0,North Africa,August,1.0,0.0,2.0,0.0,17.0,2.0
TRANSFER,Standard Class,1,Shop By Sport,Consumer,151.1600037,North Africa,December,1.0,0.0,8.0,0.0,17.0,10.0
TRANSFER,Standard Class,1,Cardio Equipment,Consumer,391.9599915,Southern Africa,November,1.0,0.0,7.0,0.0,20.0,11.0
TRANSFER,Standard Class,1,Cardio Equipment,Consumer,359.9599915,East Africa,December,1.0,0.0,7.0,0.0,18.0,10.0
TRANSFER,Standard Class,1,Cardio Equipment,Consumer,351.9599915,East Africa,December,1.0,0.0,7.0,0.0,18.0,10.0
DEBIT,Standard Class,1,Women's Clothing,Corporate,205.0299988,Oceania,February,0.0,0.0,17.0,1.0,3.0,8.0
DEBIT,Standard Class,1,Men's Footwear,Corporate,123.4899979,Southeast Asia,December,0.0,0.0,1.0,1.0,6.0,10.0
DEBIT,Standard Class,1,Men's Footwear,Corporate,123.4899979,Southeast Asia,December,0.0,0.0,1.0,1.0,6.0,10.0
DEBIT,Standard Class,1,Men's Footwear,Corporate,122.8399963,South Asia,November,0.0,0.0,1.0,1.0,9.0,11.0
DEBIT,Standard Class,1,Cleats,Corporate,55.79000092,Oceania,March,0.0,0.0,0.0,1.0,3.0,3.0
DEBIT,Standard Class,1,Men's Footwear,Corporate,120.8899994,South Asia,January,0.0,0.0,1.0,1.0,9.0,0.0
DEBIT,Standard Class,1,Women's Clothing,Corporate,200.7100067,South Asia,December,0.0,0.0,17.0,1.0,9.0,10.0
DEBIT,Standard Class,1,Men's Footwear,Corporate,120.8899994,West Asia,November,0.0,0.0,1.0,1.0,12.0,11.0
DEBIT,Standard Class,1,Women's Apparel,Consumer,210.0,West Africa,October,0.0,0.0,2.0,0.0,16.0,9.0
DEBIT,Standard Class,1,Women's Apparel,Consumer,207.5,Central Africa,November,0.0,0.0,2.0,0.0,19.0,11.0
DEBIT,Standard Class,1,Women's Apparel,Consumer,205.0,East Africa,December,0.0,0.0,2.0,0.0,18.0,10.0
DEBIT,Standard Class,1,Women's Apparel,Consumer,205.0,West Africa,October,0.0,0.0,2.0,0.0,16.0,9.0
DEBIT,Standard Class,1,Shop By Sport,Consumer,149.9600067,Central Africa,October,0.0,0.0,8.0,0.0,19.0,9.0
DEBIT,Standard Class,1,Accessories,Consumer,118.6999969,West Africa,October,0.0,0.0,10.0,0.0,16.0,9.0
DEBIT,Standard Class,1,Trade-In,Consumer,74.34999847,West Africa,November,0.0,0.0,14.0,0.0,16.0,11.0
DEBIT,Standard Class,1,Baseball & Softball,Consumer,284.9500122,Western Europe,October,0.0,0.0,18.0,0.0,1.0,9.0
DEBIT,Standard Class,1,Fitness Accessories,Consumer,174.9499969,Eastern Europe,October,0.0,0.0,37.0,0.0,15.0,9.0
DEBIT,Standard Class,1,Fitness Accessories,Consumer,166.1999969,Western Europe,October,0.0,0.0,37.0,0.0,1.0,9.0
DEBIT,Standard Class,1,Fitness Accessories,Consumer,165.3300018,Southern Europe,October,0.0,0.0,37.0,0.0,5.0,9.0
DEBIT,Standard Class,1,Cardio Equipment,Consumer,454.9500122,Eastern Europe,November,0.0,0.0,7.0,0.0,15.0,11.0
TRANSFER,Standard Class,1,Cleats,Corporate,101.9800034,South America,June,1.0,0.0,0.0,1.0,2.0,7.0
TRANSFER,Standard Class,1,Cleats,Corporate,99.58000183,South America,February,1.0,0.0,0.0,1.0,2.0,8.0
TRANSFER,Standard Class,1,Women's Apparel,Corporate,95.0,South America,February,1.0,0.0,2.0,1.0,2.0,8.0
TRANSFER,Standard Class,1,Shop By Sport,Corporate,72.77999878,South America,April,1.0,0.0,8.0,1.0,2.0,5.0
TRANSFER,Standard Class,1,Women's Apparel,Corporate,82.0,South America,February,1.0,0.0,2.0,1.0,2.0,8.0
TRANSFER,Standard Class,1,Shop By Sport,Corporate,59.99000168,Central America,February,1.0,0.0,8.0,1.0,0.0,8.0
TRANSFER,Standard Class,1,Golf Balls,Corporate,35.97999954,South America,May,1.0,0.0,11.0,1.0,2.0,4.0
TRANSFER,Standard Class,1,Electronics,Corporate,84.45999908,South America,May,1.0,0.0,9.0,1.0,2.0,4.0
DEBIT,Second Class,1,Sporting Goods,Corporate,327.75,Eastern Asia,January,0.0,1.0,34.0,1.0,10.0,0.0
PAYMENT,Second Class,1,Sporting Goods,Home Office,311.3599854,Southeast Asia,January,2.0,1.0,34.0,2.0,6.0,0.0
DEBIT,First Class,1,Sporting Goods,Home Office,304.8099976,Eastern Asia,January,0.0,2.0,34.0,2.0,10.0,0.0
PAYMENT,Second Class,1,Sporting Goods,Consumer,268.7600098,Southeast Asia,January,2.0,1.0,34.0,0.0,6.0,0.0
PAYMENT,Standard Class,1,Sporting Goods,Corporate,262.2000122,Southeast Asia,January,2.0,0.0,34.0,1.0,6.0,0.0
DEBIT,First Class,1,Sporting Goods,Consumer,324.4700012,South Asia,January,0.0,2.0,34.0,0.0,9.0,0.0
DEBIT,First Class,1,Sporting Goods,Consumer,321.2000122,South Asia,January,0.0,2.0,34.0,0.0,9.0,0.0
DEBIT,First Class,1,Sporting Goods,Consumer,317.9200134,South Asia,January,0.0,2.0,34.0,0.0,9.0,0.0
TRANSFER,Standard Class,1,Sporting Goods,Home Office,298.25,Oceania,January,1.0,0.0,34.0,2.0,3.0,0.0
DEBIT,Second Class,1,Sporting Goods,Corporate,272.0299988,Oceania,January,0.0,1.0,34.0,1.0,3.0,0.0
DEBIT,Second Class,1,Sporting Goods,Consumer,327.75,Southeast Asia,January,0.0,1.0,34.0,0.0,6.0,0.0
PAYMENT,Second Class,1,Sporting Goods,Consumer,324.4700012,Eastern Asia,January,2.0,1.0,34.0,0.0,10.0,0.0
DEBIT,Standard Class,1,Sporting Goods,Corporate,314.6400146,South Asia,January,0.0,0.0,34.0,1.0,9.0,0.0
PAYMENT,Standard Class,1,Sporting Goods,Corporate,311.3599854,South Asia,January,2.0,0.0,34.0,1.0,9.0,0.0
PAYMENT,Second Class,1,Sporting Goods,Corporate,309.7200012,South Asia,January,2.0,1.0,34.0,1.0,9.0,0.0
TRANSFER,Standard Class,1,Sporting Goods,Home Office,288.4200134,Southeast Asia,January,1.0,0.0,34.0,2.0,6.0,0.0
TRANSFER,Second Class,1,Sporting Goods,Home Office,268.7600098,Eastern Asia,January,1.0,1.0,34.0,2.0,10.0,0.0
PAYMENT,First Class,1,Sporting Goods,Corporate,262.2000122,Eastern Asia,January,2.0,2.0,34.0,1.0,10.0,0.0
CASH,First Class,1,Sporting Goods,Home Office,245.8099976,Southeast Asia,January,3.0,2.0,34.0,2.0,6.0,0.0
DEBIT,Second Class,1,Sporting Goods,Corporate,324.4700012,South Asia,January,0.0,1.0,34.0,1.0,9.0,0.0
PAYMENT,Second Class,1,Sporting Goods,Corporate,321.2000122,South Asia,January,2.0,1.0,34.0,1.0,9.0,0.0
DEBIT,First Class,1,Sporting Goods,Corporate,317.9200134,South Asia,January,0.0,2.0,34.0,1.0,9.0,0.0
CASH,First Class,1,Sporting Goods,Corporate,314.6400146,South Asia,January,3.0,2.0,34.0,1.0,9.0,0.0
PAYMENT,First Class,1,Sporting Goods,Home Office,311.3599854,South Asia,January,2.0,2.0,34.0,2.0,9.0,0.0
PAYMENT,Standard Class,1,Sporting Goods,Corporate,304.8099976,Southeast Asia,January,2.0,0.0,34.0,1.0,6.0,0.0
DEBIT,Standard Class,1,Sporting Goods,Consumer,285.1400146,Southeast Asia,January,0.0,0.0,34.0,0.0,6.0,0.0
CASH,Standard Class,1,Sporting Goods,Consumer,278.5899963,South Asia,January,3.0,0.0,34.0,0.0,9.0,0.0
DEBIT,Standard Class,1,Sporting Goods,Home Office,245.8099976,Southeast Asia,January,0.0,0.0,34.0,2.0,6.0,0.0
PAYMENT,Standard Class,1,Sporting Goods,Consumer,314.6400146,Eastern Asia,January,2.0,0.0,34.0,0.0,10.0,0.0
PAYMENT,Second Class,1,Sporting Goods,Consumer,311.3599854,Southeast Asia,January,2.0,1.0,34.0,0.0,6.0,0.0
PAYMENT,Second Class,1,Sporting Goods,Consumer,309.7200012,Oceania,January,2.0,1.0,34.0,0.0,3.0,0.0
PAYMENT,First Class,1,Sporting Goods,Consumer,304.8099976,Eastern Asia,January,2.0,2.0,34.0,0.0,10.0,0.0
DEBIT,Second Class,1,Sporting Goods,Consumer,298.25,Eastern Asia,January,0.0,1.0,34.0,0.0,10.0,0.0
DEBIT,Second Class,1,Sporting Goods,Consumer,294.980011,Eastern Asia,January,0.0,1.0,34.0,0.0,10.0,0.0
DEBIT,Second Class,1,Sporting Goods,Consumer,288.4200134,Eastern Asia,January,0.0,1.0,34.0,0.0,10.0,0.0
DEBIT,Same Day,1,Sporting Goods,Corporate,278.5899963,Eastern Asia,January,0.0,3.0,34.0,1.0,10.0,0.0
DEBIT,Same Day,1,Sporting Goods,Corporate,272.0299988,Oceania,January,0.0,3.0,34.0,1.0,3.0,0.0
CASH,Same Day,1,Sporting Goods,Consumer,268.7600098,Oceania,January,3.0,3.0,34.0,0.0,3.0,0.0
DEBIT,Standard Class,1,Sporting Goods,Home Office,324.4700012,Southeast Asia,January,0.0,0.0,34.0,2.0,6.0,0.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,120.0,Central America,April,2.0,1.0,2.0,2.0,0.0,5.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,112.5,Central America,February,2.0,1.0,2.0,2.0,0.0,8.0
PAYMENT,Second Class,1,Shop By Sport,Home Office,113.9700012,Oceania,March,2.0,1.0,8.0,2.0,3.0,3.0
PAYMENT,Second Class,1,Cardio Equipment,Home Office,254.9700012,West Asia,January,2.0,1.0,7.0,2.0,12.0,0.0
PAYMENT,Second Class,1,Cleats,Home Office,178.1699982,Southeast Asia,February,2.0,1.0,0.0,2.0,6.0,8.0
PAYMENT,Second Class,1,Cleats,Home Office,172.7700043,Eastern Asia,December,2.0,1.0,0.0,2.0,10.0,10.0
PAYMENT,Second Class,1,Cleats,Home Office,152.9700012,Oceania,January,2.0,1.0,0.0,2.0,3.0,0.0
PAYMENT,Second Class,1,Trade-In,Home Office,65.30999756,Oceania,February,2.0,1.0,14.0,2.0,3.0,8.0
PAYMENT,Second Class,1,Trade-In,Home Office,35.97999954,South Asia,February,2.0,1.0,14.0,2.0,9.0,8.0
PAYMENT,Second Class,1,Cleats,Home Office,152.9700012,East of USA,July,2.0,1.0,0.0,2.0,11.0,1.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,139.5,South of  USA,August,2.0,1.0,2.0,2.0,14.0,2.0
PAYMENT,Second Class,1,Cardio Equipment,Home Office,335.9700012,Southern Africa,November,2.0,1.0,7.0,2.0,20.0,11.0
PAYMENT,Second Class,1,Cardio Equipment,Home Office,395.9599915,Western Europe,July,2.0,1.0,7.0,2.0,1.0,1.0
PAYMENT,Second Class,1,Cleats,Home Office,201.5700073,Northern Europe,September,2.0,1.0,0.0,2.0,4.0,6.0
PAYMENT,Second Class,1,Cleats,Home Office,201.5700073,Western Europe,July,2.0,1.0,0.0,2.0,1.0,1.0
PAYMENT,Second Class,1,Shop By Sport,Home Office,156.7599945,Western Europe,September,2.0,1.0,8.0,2.0,1.0,6.0
PAYMENT,Second Class,1,Shop By Sport,Home Office,145.5599976,Eastern Europe,December,2.0,1.0,8.0,2.0,15.0,10.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,180.0,Northern Europe,October,2.0,1.0,2.0,2.0,4.0,9.0
PAYMENT,Second Class,1,Accessories,Home Office,84.97000122,Eastern Europe,December,2.0,1.0,10.0,2.0,15.0,10.0
PAYMENT,Second Class,1,Cardio Equipment,Home Office,335.9700012,Central America,April,2.0,1.0,7.0,2.0,0.0,5.0
PAYMENT,Second Class,1,Cleats,Home Office,239.9600067,Central America,February,2.0,1.0,0.0,2.0,0.0,8.0
PAYMENT,Second Class,1,Cleats,Home Office,201.5700073,Central America,April,2.0,1.0,0.0,2.0,0.0,5.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,189.0,South America,March,2.0,1.0,2.0,2.0,2.0,3.0
PAYMENT,Second Class,1,Shop By Sport,Home Office,135.9700012,Central America,February,2.0,1.0,8.0,2.0,0.0,8.0
PAYMENT,Second Class,1,Electronics,Home Office,203.8000031,South America,March,2.0,1.0,9.0,2.0,2.0,3.0
PAYMENT,Second Class,1,Accessories,Home Office,94.45999908,Eastern Asia,November,2.0,1.0,10.0,2.0,10.0,11.0
PAYMENT,Second Class,1,Cleats,Home Office,227.9600067,Eastern Asia,December,2.0,1.0,0.0,2.0,10.0,10.0
PAYMENT,Second Class,1,Shop By Sport,Home Office,151.9600067,Southeast Asia,December,2.0,1.0,8.0,2.0,6.0,10.0
PAYMENT,Second Class,1,Accessories,Home Office,95.95999908,Oceania,December,2.0,1.0,10.0,2.0,3.0,10.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,166.0,West of USA,July,2.0,1.0,2.0,2.0,8.0,1.0
PAYMENT,Second Class,1,Electronics,Home Office,126.6800003,West of USA,April,2.0,1.0,9.0,2.0,8.0,5.0
PAYMENT,Second Class,1,Cleats,Home Office,208.7700043,West of USA,July,2.0,1.0,0.0,2.0,8.0,1.0
PAYMENT,Second Class,1,Cleats,Home Office,179.9700012,East of USA,April,2.0,1.0,0.0,2.0,11.0,5.0
PAYMENT,Second Class,1,Cleats,Home Office,179.9700012,South of  USA,June,2.0,1.0,0.0,2.0,14.0,7.0
PAYMENT,Second Class,1,Shop By Sport,Home Office,145.5599976,South of  USA,August,2.0,1.0,8.0,2.0,14.0,2.0
PAYMENT,Second Class,1,Cardio Equipment,Home Office,434.9599915,Central Africa,December,2.0,1.0,7.0,2.0,19.0,10.0
PAYMENT,Second Class,1,Cleats,Home Office,290.9500122,Western Europe,July,2.0,1.0,0.0,2.0,1.0,1.0
PAYMENT,Second Class,1,Cleats,Home Office,248.9600067,Western Europe,August,2.0,1.0,0.0,2.0,1.0,2.0
PAYMENT,Second Class,1,Cleats,Home Office,248.9600067,Western Europe,July,2.0,1.0,0.0,2.0,1.0,1.0
PAYMENT,Second Class,1,Cleats,Home Office,245.9600067,Western Europe,September,2.0,1.0,0.0,2.0,1.0,6.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,227.5,Western Europe,August,2.0,1.0,2.0,2.0,1.0,2.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,225.0,Northern Europe,August,2.0,1.0,2.0,2.0,4.0,2.0
PAYMENT,Second Class,1,Shop By Sport,Home Office,179.9600067,Western Europe,September,2.0,1.0,8.0,2.0,1.0,6.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,225.0,Western Europe,August,2.0,1.0,2.0,2.0,1.0,2.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,212.5,Western Europe,August,2.0,1.0,2.0,2.0,1.0,2.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,212.5,Western Europe,August,2.0,1.0,2.0,2.0,1.0,2.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,205.0,Western Europe,July,2.0,1.0,2.0,2.0,1.0,1.0
DEBIT,Second Class,1,Cleats,Consumer,299.9899902,Western Europe,September,0.0,1.0,0.0,0.0,1.0,6.0
DEBIT,Second Class,1,Men's Footwear,Consumer,129.9900055,Western Europe,October,0.0,1.0,1.0,0.0,1.0,9.0
DEBIT,Second Class,1,Men's Footwear,Consumer,129.9900055,Western Europe,August,0.0,1.0,1.0,0.0,1.0,2.0
DEBIT,Second Class,1,Men's Footwear,Consumer,129.9900055,Western Europe,August,0.0,1.0,1.0,0.0,1.0,2.0
DEBIT,Second Class,1,Men's Footwear,Consumer,129.9900055,Western Europe,August,0.0,1.0,1.0,0.0,1.0,2.0
DEBIT,Second Class,1,Cleats,Consumer,59.38999939,Eastern Europe,November,0.0,1.0,0.0,0.0,15.0,11.0
DEBIT,Second Class,1,Men's Footwear,Consumer,128.6900024,Northern Europe,July,0.0,1.0,1.0,0.0,4.0,1.0
DEBIT,Second Class,1,Men's Footwear,Consumer,128.6900024,Northern Europe,October,0.0,1.0,1.0,0.0,4.0,9.0
DEBIT,Second Class,1,Men's Footwear,Consumer,128.6900024,Northern Europe,September,0.0,1.0,1.0,0.0,4.0,6.0
DEBIT,Second Class,1,Men's Footwear,Consumer,128.6900024,Southern Europe,September,0.0,1.0,1.0,0.0,5.0,6.0
DEBIT,Second Class,1,Men's Footwear,Consumer,128.6900024,Western Europe,October,0.0,1.0,1.0,0.0,1.0,9.0
DEBIT,Second Class,1,Men's Footwear,Consumer,128.6900024,Western Europe,September,0.0,1.0,1.0,0.0,1.0,6.0
DEBIT,Second Class,1,Cleats,Consumer,58.79000092,Eastern Europe,December,0.0,1.0,0.0,0.0,15.0,10.0
DEBIT,Second Class,1,Cleats,Consumer,58.79000092,Western Europe,August,0.0,1.0,0.0,0.0,1.0,2.0
