Type,ShippingMode,LateDeliveryRisk,CategoryName,CustomerSegment,OrderItemTotal,OrderRegion,ShippingMonthName,Type_index,ShippingMode_index,CategoryName_index,CustomerSegment_index,OrderRegion_index,ShippingMonthName_index
PAYMENT,Second Class,0,Shop By Sport,Home Office,33.18999863,Southern Africa,October,2.0,1.0,8.0,2.0,20.0,9.0
PAYMENT,Second Class,0,Camping & Hiking,Home Office,287.980011,West Africa,November,2.0,1.0,6.0,2.0,16.0,11.0
PAYMENT,Second Class,0,Camping & Hiking,Home Office,284.980011,West Africa,November,2.0,1.0,6.0,2.0,16.0,11.0
PAYMENT,Second Class,0,Camping & Hiking,Home Office,278.980011,Southern Africa,October,2.0,1.0,6.0,2.0,20.0,9.0
PAYMENT,Second Class,0,Cleats,Home Office,59.38999939,Western Europe,September,2.0,1.0,0.0,2.0,1.0,6.0
PAYMENT,Second Class,0,Men's Footwear,Home Office,128.6900024,Western Europe,September,2.0,1.0,1.0,2.0,1.0,6.0
PAYMENT,Second Class,0,Men's Footwear,Home Office,128.6900024,Western Europe,July,2.0,1.0,1.0,2.0,1.0,1.0
PAYMENT,Second Class,0,Children's Clothing,Home Office,346.3900146,Southern Europe,October,2.0,1.0,16.0,2.0,5.0,9.0
PAYMENT,Second Class,0,Men's Footwear,Home Office,124.7900009,Northern Europe,September,2.0,1.0,1.0,2.0,4.0,6.0
PAYMENT,Second Class,0,Men's Footwear,Home Office,118.2900009,Western Europe,August,2.0,1.0,1.0,2.0,1.0,2.0
PAYMENT,Second Class,0,Men's Footwear,Home Office,109.1900024,Southern Europe,July,2.0,1.0,1.0,2.0,5.0,1.0
PAYMENT,Second Class,0,Men's Footwear,Home Office,107.8899994,Southern Europe,July,2.0,1.0,1.0,2.0,5.0,1.0
PAYMENT,Second Class,0,Men's Footwear,Home Office,106.5899963,Northern Europe,September,2.0,1.0,1.0,2.0,4.0,6.0
PAYMENT,Second Class,0,Women's Apparel,Home Office,48.5,Western Europe,July,2.0,1.0,2.0,2.0,1.0,1.0
PAYMENT,Second Class,0,Women's Apparel,Home Office,40.0,Northern Europe,June,2.0,1.0,2.0,2.0,4.0,7.0
PAYMENT,Second Class,0,Trade-In,Home Office,239.9900055,Southern Europe,July,2.0,1.0,14.0,2.0,5.0,1.0
PAYMENT,Second Class,0,Camping & Hiking,Home Office,293.980011,Northern Europe,September,2.0,1.0,6.0,2.0,4.0,6.0
PAYMENT,Second Class,0,Camping & Hiking,Home Office,293.980011,Western Europe,August,2.0,1.0,6.0,2.0,1.0,2.0
PAYMENT,Second Class,0,Camping & Hiking,Home Office,290.980011,Western Europe,August,2.0,1.0,6.0,2.0,1.0,2.0
PAYMENT,Second Class,0,Camping & Hiking,Home Office,287.980011,Northern Europe,September,2.0,1.0,6.0,2.0,4.0,6.0
PAYMENT,Second Class,0,Camping & Hiking,Home Office,287.980011,Western Europe,June,2.0,1.0,6.0,2.0,1.0,7.0
PAYMENT,Second Class,0,Camping & Hiking,Home Office,287.980011,Western Europe,August,2.0,1.0,6.0,2.0,1.0,2.0
PAYMENT,Second Class,0,Camping & Hiking,Home Office,284.980011,Northern Europe,September,2.0,1.0,6.0,2.0,4.0,6.0
PAYMENT,Second Class,0,Camping & Hiking,Home Office,284.980011,Western Europe,June,2.0,1.0,6.0,2.0,1.0,7.0
PAYMENT,Second Class,0,Fishing,Home Office,371.980011,Western Europe,July,2.0,1.0,4.0,2.0,1.0,1.0
PAYMENT,Second Class,0,Camping & Hiking,Home Office,251.9799957,Western Europe,September,2.0,1.0,6.0,2.0,1.0,6.0
PAYMENT,Second Class,0,Baseball & Softball,Home Office,148.7899933,Central America,June,2.0,1.0,18.0,2.0,0.0,7.0
PAYMENT,Second Class,0,Cardio Equipment,Home Office,98.98999786,Central America,May,2.0,1.0,7.0,2.0,0.0,4.0
PAYMENT,Second Class,0,Men's Footwear,Home Office,128.6900024,South America,March,2.0,1.0,1.0,2.0,2.0,3.0
PAYMENT,Second Class,0,Men's Footwear,Home Office,123.4899979,Central America,June,2.0,1.0,1.0,2.0,0.0,7.0
PAYMENT,Second Class,0,Men's Footwear,Home Office,120.8899994,Central America,May,2.0,1.0,1.0,2.0,0.0,4.0
PAYMENT,Second Class,0,Men's Footwear,Home Office,120.8899994,South America,April,2.0,1.0,1.0,2.0,2.0,5.0
PAYMENT,Second Class,0,Men's Footwear,Home Office,118.2900009,South America,April,2.0,1.0,1.0,2.0,2.0,5.0
PAYMENT,Second Class,0,Men's Footwear,Home Office,109.1900024,South America,April,2.0,1.0,1.0,2.0,2.0,5.0
PAYMENT,Second Class,0,Cleats,Home Office,49.79000092,Central America,January,2.0,1.0,0.0,2.0,0.0,0.0
PAYMENT,Second Class,0,Cleats,Home Office,47.99000168,Central America,May,2.0,1.0,0.0,2.0,0.0,4.0
PAYMENT,Second Class,0,Men's Footwear,Home Office,97.48999786,Central America,January,2.0,1.0,1.0,2.0,0.0,0.0
PAYMENT,Second Class,0,Shop By Sport,Home Office,39.99000168,Caribbean,March,2.0,1.0,8.0,2.0,7.0,3.0
PAYMENT,Second Class,0,Women's Apparel,Home Office,47.25,Central America,April,2.0,1.0,2.0,2.0,0.0,5.0
PAYMENT,Second Class,0,Golf Balls,Home Office,19.79000092,Caribbean,March,2.0,1.0,11.0,2.0,7.0,3.0
PAYMENT,Second Class,0,Kids' Golf Clubs,Home Office,181.9900055,Central America,May,2.0,1.0,32.0,2.0,0.0,4.0
PAYMENT,Second Class,0,Camping & Hiking,Home Office,293.980011,South America,March,2.0,1.0,6.0,2.0,2.0,3.0
PAYMENT,Second Class,0,Fishing,Home Office,383.980011,Central America,January,2.0,1.0,4.0,2.0,0.0,0.0
PAYMENT,Second Class,0,Fishing,Home Office,347.980011,Central America,April,2.0,1.0,4.0,2.0,0.0,5.0
PAYMENT,Second Class,0,Camping & Hiking,Home Office,248.9799957,South America,April,2.0,1.0,6.0,2.0,2.0,5.0
PAYMENT,Second Class,0,Camping & Hiking,Home Office,245.9799957,Central America,June,2.0,1.0,6.0,2.0,0.0,7.0
PAYMENT,Second Class,0,Camping & Hiking,Home Office,245.9799957,South America,April,2.0,1.0,6.0,2.0,2.0,5.0
PAYMENT,Second Class,0,Fishing,Home Office,327.980011,South America,February,2.0,1.0,4.0,2.0,2.0,8.0
PAYMENT,Second Class,0,Camping & Hiking,Home Office,239.9799957,Caribbean,March,2.0,1.0,6.0,2.0,7.0,3.0
PAYMENT,Second Class,0,Fishing,Home Office,319.980011,South America,February,2.0,1.0,4.0,2.0,2.0,8.0
PAYMENT,Second Class,0,Men's Footwear,Home Office,110.4899979,West Asia,December,2.0,1.0,1.0,2.0,12.0,10.0
PAYMENT,Second Class,0,Men's Footwear,Home Office,109.1900024,West Asia,December,2.0,1.0,1.0,2.0,12.0,10.0
PAYMENT,Second Class,0,Women's Apparel,Home Office,49.5,West Asia,December,2.0,1.0,2.0,2.0,12.0,10.0
PAYMENT,Second Class,0,Video Games,Home Office,34.97999954,Southeast Asia,January,2.0,1.0,15.0,2.0,6.0,0.0
PAYMENT,Second Class,0,Consumer Electronics,Home Office,235.1799927,Oceania,December,2.0,1.0,30.0,2.0,3.0,10.0
PAYMENT,Second Class,0,Health and Beauty,Home Office,219.7799988,Southeast Asia,November,2.0,1.0,33.0,2.0,6.0,11.0
PAYMENT,Second Class,0,Baby,Home Office,58.49000168,Southeast Asia,December,2.0,1.0,40.0,2.0,6.0,10.0
PAYMENT,Second Class,0,Women's Clothing,Home Office,209.3500061,Oceania,January,2.0,1.0,17.0,2.0,3.0,0.0
PAYMENT,Second Class,0,Cleats,Home Office,58.18999863,South Asia,December,2.0,1.0,0.0,2.0,9.0,10.0
PAYMENT,Second Class,0,Men's Clothing,Home Office,196.0899963,Eastern Asia,November,2.0,1.0,41.0,2.0,10.0,11.0
PAYMENT,Second Class,0,Men's Footwear,Home Office,116.9899979,South Asia,December,2.0,1.0,1.0,2.0,9.0,10.0
PAYMENT,Second Class,0,Men's Footwear,Home Office,116.9899979,Southeast Asia,February,2.0,1.0,1.0,2.0,6.0,8.0
PAYMENT,Second Class,0,Men's Footwear,Home Office,114.3899994,South Asia,December,2.0,1.0,1.0,2.0,9.0,10.0
PAYMENT,Second Class,0,Men's Footwear,Home Office,109.1900024,Southeast Asia,January,2.0,1.0,1.0,2.0,6.0,0.0
PAYMENT,Second Class,0,Children's Clothing,Home Office,296.3900146,Southeast Asia,December,2.0,1.0,16.0,2.0,6.0,10.0
PAYMENT,Second Class,0,Electronics,Home Office,49.13000107,Southeast Asia,January,2.0,1.0,9.0,2.0,6.0,0.0
PAYMENT,Second Class,0,Camping & Hiking,Home Office,272.980011,Southeast Asia,January,2.0,1.0,6.0,2.0,6.0,0.0
PAYMENT,Second Class,0,Camping & Hiking,Home Office,272.980011,Southeast Asia,February,2.0,1.0,6.0,2.0,6.0,8.0
PAYMENT,Second Class,0,Fishing,Home Office,359.980011,Southeast Asia,January,2.0,1.0,4.0,2.0,6.0,0.0
PAYMENT,Second Class,0,Fishing,Home Office,351.980011,Southeast Asia,January,2.0,1.0,4.0,2.0,6.0,0.0
PAYMENT,Second Class,0,Fishing,Home Office,339.980011,Oceania,October,2.0,1.0,4.0,2.0,3.0,9.0
PAYMENT,Second Class,0,Fishing,Home Office,319.980011,Southeast Asia,November,2.0,1.0,4.0,2.0,6.0,11.0
PAYMENT,Second Class,0,Fishing,Home Office,299.9899902,Southeast Asia,November,2.0,1.0,4.0,2.0,6.0,11.0
PAYMENT,Second Class,0,DVDs,Home Office,155.3399963,South Asia,January,2.0,1.0,23.0,2.0,9.0,0.0
PAYMENT,Second Class,0,Men's Footwear,Home Office,116.9899979,East of USA,August,2.0,1.0,1.0,2.0,11.0,2.0
PAYMENT,Second Class,0,Camping & Hiking,Home Office,254.9799957,Canada,January,2.0,1.0,6.0,2.0,21.0,0.0
PAYMENT,Second Class,0,Cleats,Home Office,118.7799988,Western Europe,October,2.0,1.0,0.0,2.0,1.0,9.0
PAYMENT,Second Class,0,Cleats,Home Office,111.5800018,Northern Europe,September,2.0,1.0,0.0,2.0,4.0,6.0
PAYMENT,Second Class,0,Women's Apparel,Home Office,94.5,Western Europe,September,2.0,1.0,2.0,2.0,1.0,6.0
PAYMENT,Second Class,0,Shop By Sport,Home Office,66.37999725,Northern Europe,September,2.0,1.0,8.0,2.0,4.0,6.0
PAYMENT,Second Class,0,Shop By Sport,Home Office,66.37999725,Northern Europe,June,2.0,1.0,8.0,2.0,4.0,7.0
PAYMENT,Second Class,0,Cleats,Home Office,105.5800018,South America,March,2.0,1.0,0.0,2.0,2.0,3.0
PAYMENT,Second Class,0,Cleats,Home Office,99.58000183,South America,March,2.0,1.0,0.0,2.0,2.0,3.0
PAYMENT,Second Class,0,Women's Apparel,Home Office,99.0,Central America,June,2.0,1.0,2.0,2.0,0.0,7.0
PAYMENT,Second Class,0,Shop By Sport,Home Office,77.58000183,South America,April,2.0,1.0,8.0,2.0,2.0,5.0
PAYMENT,Second Class,0,Shop By Sport,Home Office,67.98000336,Central America,February,2.0,1.0,8.0,2.0,0.0,8.0
PAYMENT,Second Class,0,Cleats,Home Office,118.7799988,Oceania,October,2.0,1.0,0.0,2.0,3.0,9.0
PAYMENT,Second Class,0,Shop By Sport,Home Office,79.18000031,South Asia,December,2.0,1.0,8.0,2.0,9.0,10.0
PAYMENT,Second Class,0,Shop By Sport,Home Office,75.58000183,Southeast Asia,January,2.0,1.0,8.0,2.0,6.0,0.0
PAYMENT,Second Class,0,Baseball & Softball,Home Office,113.9800034,East of USA,July,2.0,1.0,18.0,2.0,11.0,1.0
PAYMENT,Second Class,0,Cleats,Home Office,172.7700043,Western Europe,August,2.0,1.0,0.0,2.0,1.0,2.0
PAYMENT,Second Class,0,Shop By Sport,Home Office,104.3700027,Western Europe,July,2.0,1.0,8.0,2.0,1.0,1.0
PAYMENT,Second Class,0,Shop By Sport,Home Office,99.58000183,Western Europe,June,2.0,1.0,8.0,2.0,1.0,7.0
PAYMENT,Second Class,0,Shop By Sport,Home Office,98.37999725,Western Europe,June,2.0,1.0,8.0,2.0,1.0,7.0
PAYMENT,Second Class,0,Trade-In,Home Office,59.36999893,Western Europe,August,2.0,1.0,14.0,2.0,1.0,2.0
PAYMENT,Second Class,0,Electronics,Home Office,78.69999695,Central America,May,2.0,1.0,9.0,2.0,0.0,4.0
PAYMENT,Second Class,0,Cardio Equipment,Home Office,245.9799957,South America,April,2.0,1.0,7.0,2.0,2.0,5.0
PAYMENT,Second Class,0,Cleats,Home Office,158.3699951,Caribbean,March,2.0,1.0,0.0,2.0,7.0,3.0
PAYMENT,Second Class,0,Cleats,Home Office,147.5800018,South America,March,2.0,1.0,0.0,2.0,2.0,3.0
PAYMENT,Second Class,0,Cleats,Home Office,143.9799957,Caribbean,March,2.0,1.0,0.0,2.0,7.0,3.0
PAYMENT,Second Class,0,Women's Apparel,Home Office,142.5,South America,April,2.0,1.0,2.0,2.0,2.0,5.0
PAYMENT,Second Class,0,Women's Apparel,Home Office,127.5,Caribbean,April,2.0,1.0,2.0,2.0,7.0,5.0
PAYMENT,Second Class,0,Accessories,Home Office,71.22000122,Central America,March,2.0,1.0,10.0,2.0,0.0,3.0
PAYMENT,Second Class,0,Golf Balls,Home Office,50.36999893,South America,April,2.0,1.0,11.0,2.0,2.0,5.0
PAYMENT,Second Class,0,Cleats,Home Office,170.9700012,Eastern Asia,November,2.0,1.0,0.0,2.0,10.0,11.0
PAYMENT,Second Class,0,Women's Apparel,Home Office,139.5,Southeast Asia,January,2.0,1.0,2.0,2.0,6.0,0.0
PAYMENT,Second Class,0,Shop By Sport,Home Office,95.98000336,South Asia,December,2.0,1.0,8.0,2.0,9.0,10.0
PAYMENT,Second Class,0,Electronics,Home Office,136.0500031,Southeast Asia,February,2.0,1.0,9.0,2.0,6.0,8.0
PAYMENT,Second Class,0,Women's Apparel,Home Office,120.0,US Center,August,2.0,1.0,2.0,2.0,13.0,2.0
PAYMENT,Second Class,0,Cleats,Home Office,226.7599945,Western Europe,October,2.0,1.0,0.0,2.0,1.0,9.0
PAYMENT,Second Class,0,Shop By Sport,Home Office,158.3600006,Western Europe,October,2.0,1.0,8.0,2.0,1.0,9.0
PAYMENT,Second Class,0,Women's Apparel,Home Office,170.0,Southern Europe,July,2.0,1.0,2.0,2.0,5.0,1.0
PAYMENT,Second Class,0,Cardio Equipment,Home Office,371.9599915,Central America,January,2.0,1.0,7.0,2.0,0.0,0.0
PAYMENT,Second Class,0,Cardio Equipment,Home Office,371.9599915,South America,February,2.0,1.0,7.0,2.0,2.0,8.0
PAYMENT,Second Class,0,Cleats,Home Office,237.5599976,Central America,April,2.0,1.0,0.0,2.0,0.0,5.0
PAYMENT,Second Class,0,Cleats,Home Office,237.5599976,Central America,May,2.0,1.0,0.0,2.0,0.0,4.0
PAYMENT,Second Class,0,Cleats,Home Office,232.7599945,South America,April,2.0,1.0,0.0,2.0,2.0,5.0
PAYMENT,Second Class,0,Cleats,Home Office,191.9700012,Central America,April,2.0,1.0,0.0,2.0,0.0,5.0
PAYMENT,Second Class,0,Cleats,Home Office,179.9700012,Caribbean,March,2.0,1.0,0.0,2.0,7.0,3.0
PAYMENT,Second Class,0,Shop By Sport,Home Office,151.1600037,Central America,May,2.0,1.0,8.0,2.0,0.0,4.0
PAYMENT,Second Class,0,Shop By Sport,Home Office,148.7599945,Central America,May,2.0,1.0,8.0,2.0,0.0,4.0
PAYMENT,Second Class,0,Women's Apparel,Home Office,174.0,Central America,March,2.0,1.0,2.0,2.0,0.0,3.0
PAYMENT,Second Class,0,Cleats,Home Office,203.9700012,South Asia,December,2.0,1.0,0.0,2.0,9.0,10.0
PAYMENT,Second Class,0,Women's Apparel,Home Office,182.0,South Asia,December,2.0,1.0,2.0,2.0,9.0,10.0
PAYMENT,Second Class,0,Hunting & Shooting,Home Office,118.7600021,East of USA,July,2.0,1.0,27.0,2.0,11.0,1.0
PAYMENT,Second Class,0,Cleats,Home Office,248.9600067,East Africa,January,2.0,1.0,0.0,2.0,18.0,0.0
PAYMENT,Second Class,0,Women's Apparel,Home Office,205.0,Southern Africa,October,2.0,1.0,2.0,2.0,20.0,9.0
PAYMENT,Second Class,0,Women's Apparel,Home Office,187.5,Western Europe,September,2.0,1.0,2.0,2.0,1.0,6.0
PAYMENT,Second Class,0,Shop By Sport,Home Office,195.9499969,South America,February,2.0,1.0,8.0,2.0,2.0,8.0
PAYMENT,Second Class,0,Electronics,Home Office,134.3600006,South America,February,2.0,1.0,9.0,2.0,2.0,8.0
PAYMENT,Second Class,0,Hunting & Shooting,Home Office,139.4499969,Central America,April,2.0,1.0,27.0,2.0,0.0,5.0
PAYMENT,Second Class,0,Cleats,Home Office,278.9500122,South Asia,January,2.0,1.0,0.0,2.0,9.0,0.0
PAYMENT,Standard Class,0,Women's Apparel,Home Office,43.5,West Africa,November,2.0,0.0,2.0,2.0,16.0,11.0
PAYMENT,Standard Class,0,Cleats,Home Office,59.99000168,North Africa,October,2.0,0.0,0.0,2.0,17.0,9.0
PAYMENT,Standard Class,0,Men's Footwear,Home Office,128.6900024,West Africa,September,2.0,0.0,1.0,2.0,16.0,6.0
PAYMENT,Standard Class,0,Men's Footwear,Home Office,127.3899994,West Africa,September,2.0,0.0,1.0,2.0,16.0,6.0
PAYMENT,Standard Class,0,Men's Footwear,Home Office,126.0899963,Central Africa,November,2.0,0.0,1.0,2.0,19.0,11.0
PAYMENT,Standard Class,0,Men's Footwear,Home Office,124.7900009,Central Africa,September,2.0,0.0,1.0,2.0,19.0,6.0
PAYMENT,Standard Class,0,Men's Footwear,Home Office,124.7900009,Central Africa,November,2.0,0.0,1.0,2.0,19.0,11.0
PAYMENT,Standard Class,0,Men's Footwear,Home Office,123.4899979,Central Africa,November,2.0,0.0,1.0,2.0,19.0,11.0
PAYMENT,Standard Class,0,Men's Footwear,Home Office,123.4899979,West Africa,January,2.0,0.0,1.0,2.0,16.0,0.0
PAYMENT,Standard Class,0,Men's Footwear,Home Office,122.8399963,North Africa,November,2.0,0.0,1.0,2.0,17.0,11.0
PAYMENT,Standard Class,0,Men's Footwear,Home Office,120.8899994,North Africa,November,2.0,0.0,1.0,2.0,17.0,11.0
PAYMENT,Standard Class,0,Men's Footwear,Home Office,116.9899979,North Africa,September,2.0,0.0,1.0,2.0,17.0,6.0
PAYMENT,Standard Class,0,Cleats,Home Office,52.79000092,West Africa,October,2.0,0.0,0.0,2.0,16.0,9.0
PAYMENT,Standard Class,0,Men's Footwear,Home Office,114.3899994,West Africa,January,2.0,0.0,1.0,2.0,16.0,0.0
PAYMENT,Standard Class,0,Cleats,Home Office,50.99000168,North Africa,November,2.0,0.0,0.0,2.0,17.0,11.0
PAYMENT,Standard Class,0,Cleats,Home Office,50.38999939,North Africa,September,2.0,0.0,0.0,2.0,17.0,6.0
PAYMENT,Standard Class,0,Men's Footwear,Home Office,106.5899963,East Africa,January,2.0,0.0,1.0,2.0,18.0,0.0
PAYMENT,Standard Class,0,Men's Footwear,Home Office,106.5899963,North Africa,January,2.0,0.0,1.0,2.0,17.0,0.0
PAYMENT,Standard Class,0,Men's Footwear,Home Office,103.9899979,West Africa,January,2.0,0.0,1.0,2.0,16.0,0.0
PAYMENT,Standard Class,0,Shop By Sport,Home Office,36.38999939,East Africa,September,2.0,0.0,8.0,2.0,18.0,6.0
PAYMENT,Standard Class,0,Electronics,Home Office,44.63000107,West Africa,September,2.0,0.0,9.0,2.0,16.0,6.0
PAYMENT,Standard Class,0,Electronics,Home Office,23.98999977,North Africa,September,2.0,0.0,9.0,2.0,17.0,6.0
PAYMENT,Standard Class,0,Camping & Hiking,Home Office,287.980011,North Africa,November,2.0,0.0,6.0,2.0,17.0,11.0
PAYMENT,Standard Class,0,Camping & Hiking,Home Office,284.980011,East Africa,December,2.0,0.0,6.0,2.0,18.0,10.0
PAYMENT,Standard Class,0,Camping & Hiking,Home Office,284.980011,North Africa,January,2.0,0.0,6.0,2.0,17.0,0.0
PAYMENT,Standard Class,0,Camping & Hiking,Home Office,284.980011,West Africa,September,2.0,0.0,6.0,2.0,16.0,6.0
PAYMENT,Standard Class,0,Camping & Hiking,Home Office,283.480011,North Africa,September,2.0,0.0,6.0,2.0,17.0,6.0
PAYMENT,Standard Class,0,Camping & Hiking,Home Office,283.480011,West Africa,September,2.0,0.0,6.0,2.0,16.0,6.0
PAYMENT,Standard Class,0,Camping & Hiking,Home Office,248.9799957,East Africa,December,2.0,0.0,6.0,2.0,18.0,10.0
PAYMENT,Standard Class,0,Camping & Hiking,Home Office,239.9799957,North Africa,September,2.0,0.0,6.0,2.0,17.0,6.0
PAYMENT,Standard Class,0,Camping & Hiking,Home Office,224.9900055,East Africa,September,2.0,0.0,6.0,2.0,18.0,6.0
PAYMENT,Standard Class,0,Cameras,Home Office,393.269989,Northern Europe,October,2.0,0.0,20.0,2.0,4.0,9.0
PAYMENT,Standard Class,0,Fishing,Home Office,351.980011,Southern Europe,October,2.0,0.0,4.0,2.0,5.0,9.0
PAYMENT,Standard Class,0,DVDs,Home Office,162.7400055,Western Europe,November,2.0,0.0,23.0,2.0,1.0,11.0
PAYMENT,Standard Class,0,Cameras,Home Office,443.0,Northern Europe,October,2.0,0.0,20.0,2.0,4.0,9.0
PAYMENT,Standard Class,0,Cameras,Home Office,393.269989,Southern Europe,October,2.0,0.0,20.0,2.0,5.0,9.0
PAYMENT,Standard Class,0,Consumer Electronics,Home Office,212.4199982,Western Europe,November,2.0,0.0,30.0,2.0,1.0,11.0
PAYMENT,Standard Class,0,Cameras,Home Office,361.6300049,Northern Europe,October,2.0,0.0,20.0,2.0,4.0,9.0
PAYMENT,Standard Class,0,Soccer,Home Office,106.2399979,Western Europe,July,2.0,0.0,44.0,2.0,1.0,1.0
PAYMENT,Standard Class,0,Baseball & Softball,Home Office,132.7899933,Western Europe,July,2.0,0.0,18.0,2.0,1.0,1.0
PAYMENT,Standard Class,0,Cardio Equipment,Home Office,96.98999786,Western Europe,June,2.0,0.0,7.0,2.0,1.0,7.0
PAYMENT,Standard Class,0,Strength Training,Home Office,181.4400024,Northern Europe,July,2.0,0.0,45.0,2.0,4.0,1.0
PAYMENT,Standard Class,0,Cardio Equipment,Home Office,90.98999786,Western Europe,October,2.0,0.0,7.0,2.0,1.0,9.0
PAYMENT,Standard Class,0,Cardio Equipment,Home Office,89.98999786,Eastern Europe,November,2.0,0.0,7.0,2.0,15.0,11.0
PAYMENT,Standard Class,0,Cardio Equipment,Home Office,82.98999786,Western Europe,August,2.0,0.0,7.0,2.0,1.0,2.0
PAYMENT,Standard Class,0,Cardio Equipment,Home Office,81.98999786,Southern Europe,June,2.0,0.0,7.0,2.0,5.0,7.0
PAYMENT,Standard Class,0,Cleats,Home Office,59.99000168,Western Europe,August,2.0,0.0,0.0,2.0,1.0,2.0
PAYMENT,Standard Class,0,Men's Footwear,Home Office,128.6900024,Northern Europe,August,2.0,0.0,1.0,2.0,4.0,2.0
PAYMENT,Standard Class,0,Men's Footwear,Home Office,128.6900024,Southern Europe,July,2.0,0.0,1.0,2.0,5.0,1.0
PAYMENT,Standard Class,0,Cleats,Home Office,59.38999939,Western Europe,August,2.0,0.0,0.0,2.0,1.0,2.0
PAYMENT,Standard Class,0,Crafts,Home Office,456.8699951,Western Europe,November,2.0,0.0,25.0,2.0,1.0,11.0
PAYMENT,Standard Class,0,Men's Footwear,Home Office,128.6900024,Western Europe,September,2.0,0.0,1.0,2.0,1.0,6.0
PAYMENT,Standard Class,0,Cleats,Home Office,58.79000092,Northern Europe,July,2.0,0.0,0.0,2.0,4.0,1.0
PAYMENT,Standard Class,0,Men's Footwear,Home Office,127.3899994,Northern Europe,July,2.0,0.0,1.0,2.0,4.0,1.0
PAYMENT,Standard Class,0,Men's Footwear,Home Office,127.3899994,Northern Europe,August,2.0,0.0,1.0,2.0,4.0,2.0
PAYMENT,Standard Class,0,Children's Clothing,Home Office,349.9599915,Southern Europe,October,2.0,0.0,16.0,2.0,5.0,9.0
PAYMENT,Standard Class,0,Men's Footwear,Home Office,127.3899994,Western Europe,September,2.0,0.0,1.0,2.0,1.0,6.0
PAYMENT,Standard Class,0,Men's Footwear,Home Office,127.3899994,Western Europe,July,2.0,0.0,1.0,2.0,1.0,1.0
PAYMENT,Standard Class,0,Men's Footwear,Home Office,127.3899994,Western Europe,October,2.0,0.0,1.0,2.0,1.0,9.0
