Type,ShippingMode,LateDeliveryRisk,CategoryName,CustomerSegment,OrderItemTotal,OrderRegion,ShippingMonthName,Type_index,ShippingMode_index,CategoryName_index,CustomerSegment_index,OrderRegion_index,ShippingMonthName_index
PAYMENT,Second Class,1,Men's Footwear,Home Office,109.1900024,Southern Europe,July,2.0,1.0,1.0,2.0,5.0,1.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,107.8899994,Southern Europe,June,2.0,1.0,1.0,2.0,5.0,7.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,107.8899994,Southern Europe,July,2.0,1.0,1.0,2.0,5.0,1.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,107.8899994,Western Europe,July,2.0,1.0,1.0,2.0,1.0,1.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,107.8899994,Western Europe,June,2.0,1.0,1.0,2.0,1.0,7.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,106.5899963,Southern Europe,August,2.0,1.0,1.0,2.0,5.0,2.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,106.5899963,Southern Europe,June,2.0,1.0,1.0,2.0,5.0,7.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,106.5899963,Western Europe,July,2.0,1.0,1.0,2.0,1.0,1.0
PAYMENT,Second Class,1,Cleats,Home Office,47.99000168,Western Europe,June,2.0,1.0,0.0,2.0,1.0,7.0
PAYMENT,Second Class,1,Cleats,Home Office,44.99000168,Southern Europe,October,2.0,1.0,0.0,2.0,5.0,9.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,44.0,Eastern Europe,January,2.0,1.0,2.0,2.0,15.0,0.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,44.0,Western Europe,June,2.0,1.0,2.0,2.0,1.0,7.0
PAYMENT,Second Class,1,Shop By Sport,Home Office,33.99000168,Western Europe,August,2.0,1.0,8.0,2.0,1.0,2.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,42.0,Western Europe,August,2.0,1.0,2.0,2.0,1.0,2.0
PAYMENT,Second Class,1,Golf Balls,Home Office,17.98999977,Western Europe,September,2.0,1.0,11.0,2.0,1.0,6.0
PAYMENT,Second Class,1,Fishing,Home Office,399.980011,Western Europe,September,2.0,1.0,4.0,2.0,1.0,6.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,293.980011,Western Europe,August,2.0,1.0,6.0,2.0,1.0,2.0
PAYMENT,Second Class,1,Fishing,Home Office,391.980011,Western Europe,September,2.0,1.0,4.0,2.0,1.0,6.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,287.980011,Northern Europe,September,2.0,1.0,6.0,2.0,4.0,6.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,284.980011,Southern Europe,July,2.0,1.0,6.0,2.0,5.0,1.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,283.480011,Western Europe,August,2.0,1.0,6.0,2.0,1.0,2.0
PAYMENT,Second Class,1,Fishing,Home Office,377.980011,Western Europe,October,2.0,1.0,4.0,2.0,1.0,9.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,278.980011,Northern Europe,July,2.0,1.0,6.0,2.0,4.0,1.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,278.980011,Western Europe,August,2.0,1.0,6.0,2.0,1.0,2.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,278.980011,Western Europe,July,2.0,1.0,6.0,2.0,1.0,1.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,263.980011,Western Europe,July,2.0,1.0,6.0,2.0,1.0,1.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,263.980011,Western Europe,June,2.0,1.0,6.0,2.0,1.0,7.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,260.980011,Western Europe,July,2.0,1.0,6.0,2.0,1.0,1.0
PAYMENT,Second Class,1,Fishing,Home Office,339.980011,Southern Europe,June,2.0,1.0,4.0,2.0,5.0,7.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,248.9799957,Northern Europe,August,2.0,1.0,6.0,2.0,4.0,2.0
PAYMENT,Second Class,1,Fishing,Home Office,331.980011,Southern Europe,September,2.0,1.0,4.0,2.0,5.0,6.0
PAYMENT,Second Class,1,Fishing,Home Office,331.980011,Western Europe,July,2.0,1.0,4.0,2.0,1.0,1.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,245.9799957,Western Europe,August,2.0,1.0,6.0,2.0,1.0,2.0
PAYMENT,Second Class,1,Fishing,Home Office,327.980011,Western Europe,October,2.0,1.0,4.0,2.0,1.0,9.0
PAYMENT,Second Class,1,Books,Home Office,30.45999908,Southern Europe,October,2.0,1.0,31.0,2.0,5.0,9.0
PAYMENT,Second Class,1,Books,Home Office,26.42000008,Western Europe,October,2.0,1.0,31.0,2.0,1.0,9.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,269.980011,South America,March,2.0,1.0,6.0,2.0,2.0,3.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,127.3899994,Caribbean,March,2.0,1.0,1.0,2.0,7.0,3.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,126.0899963,Caribbean,March,2.0,1.0,1.0,2.0,7.0,3.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,126.0899963,South America,April,2.0,1.0,1.0,2.0,2.0,5.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,124.7900009,South America,April,2.0,1.0,1.0,2.0,2.0,5.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,123.4899979,South America,March,2.0,1.0,1.0,2.0,2.0,3.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,120.8899994,Central America,March,2.0,1.0,1.0,2.0,0.0,3.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,120.8899994,Central America,March,2.0,1.0,1.0,2.0,0.0,3.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,118.2900009,Central America,May,2.0,1.0,1.0,2.0,0.0,4.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,118.2900009,Central America,March,2.0,1.0,1.0,2.0,0.0,3.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,118.2900009,South America,April,2.0,1.0,1.0,2.0,2.0,5.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,116.9899979,Caribbean,May,2.0,1.0,1.0,2.0,7.0,4.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,116.9899979,South America,April,2.0,1.0,1.0,2.0,2.0,5.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,114.3899994,Central America,January,2.0,1.0,1.0,2.0,0.0,0.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,110.4899979,Central America,April,2.0,1.0,1.0,2.0,0.0,5.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,109.1900024,Central America,April,2.0,1.0,1.0,2.0,0.0,5.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,106.5899963,Caribbean,March,2.0,1.0,1.0,2.0,7.0,3.0
PAYMENT,Second Class,1,Cleats,Home Office,49.18999863,South America,June,2.0,1.0,0.0,2.0,2.0,7.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,106.5899963,South America,February,2.0,1.0,1.0,2.0,2.0,8.0
PAYMENT,Second Class,1,Cleats,Home Office,44.99000168,South America,January,2.0,1.0,0.0,2.0,2.0,0.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,97.48999786,South America,April,2.0,1.0,1.0,2.0,2.0,5.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,97.48999786,South America,February,2.0,1.0,1.0,2.0,2.0,8.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,47.25,South America,June,2.0,1.0,2.0,2.0,2.0,7.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,45.5,South America,February,2.0,1.0,2.0,2.0,2.0,8.0
PAYMENT,Second Class,1,Shop By Sport,Home Office,33.99000168,Central America,April,2.0,1.0,8.0,2.0,0.0,5.0
PAYMENT,Second Class,1,Shop By Sport,Home Office,33.59000015,Caribbean,March,2.0,1.0,8.0,2.0,7.0,3.0
PAYMENT,Second Class,1,Kids' Golf Clubs,Home Office,173.1300049,South America,May,2.0,1.0,32.0,2.0,2.0,4.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,296.980011,South America,March,2.0,1.0,6.0,2.0,2.0,3.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,290.980011,Central America,April,2.0,1.0,6.0,2.0,0.0,5.0
PAYMENT,Second Class,1,Fishing,Home Office,387.980011,Central America,February,2.0,1.0,4.0,2.0,0.0,8.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,284.980011,Central America,January,2.0,1.0,6.0,2.0,0.0,0.0
PAYMENT,Second Class,1,Fishing,Home Office,377.980011,South America,February,2.0,1.0,4.0,2.0,2.0,8.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,278.980011,Central America,June,2.0,1.0,6.0,2.0,0.0,7.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,278.980011,Central America,April,2.0,1.0,6.0,2.0,0.0,5.0
PAYMENT,Second Class,1,Fishing,Home Office,371.980011,Central America,January,2.0,1.0,4.0,2.0,0.0,0.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,278.980011,South America,February,2.0,1.0,6.0,2.0,2.0,8.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,272.980011,South America,April,2.0,1.0,6.0,2.0,2.0,5.0
PAYMENT,Second Class,1,Fishing,Home Office,363.980011,South America,June,2.0,1.0,4.0,2.0,2.0,7.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,269.980011,South America,April,2.0,1.0,6.0,2.0,2.0,5.0
PAYMENT,Second Class,1,Fishing,Home Office,359.980011,South America,April,2.0,1.0,4.0,2.0,2.0,5.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,263.980011,Central America,April,2.0,1.0,6.0,2.0,0.0,5.0
PAYMENT,Second Class,1,Fishing,Home Office,351.980011,Central America,February,2.0,1.0,4.0,2.0,0.0,8.0
PAYMENT,Second Class,1,Hunting & Shooting,Home Office,24.59000015,South America,March,2.0,1.0,27.0,2.0,2.0,3.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,239.9799957,South America,January,2.0,1.0,6.0,2.0,2.0,0.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,224.9900055,Central America,March,2.0,1.0,6.0,2.0,0.0,3.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,224.9900055,South America,January,2.0,1.0,6.0,2.0,2.0,0.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,122.8399963,Oceania,March,2.0,1.0,1.0,2.0,3.0,3.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,251.9799957,West Asia,November,2.0,1.0,6.0,2.0,12.0,11.0
PAYMENT,Second Class,1,Consumer Electronics,Home Office,242.7599945,Oceania,December,2.0,1.0,30.0,2.0,3.0,10.0
PAYMENT,Second Class,1,Pet Supplies,Home Office,79.76000214,Oceania,December,2.0,1.0,24.0,2.0,3.0,10.0
PAYMENT,Second Class,1,Pet Supplies,Home Office,71.73999786,Southeast Asia,December,2.0,1.0,24.0,2.0,6.0,10.0
PAYMENT,Second Class,1,Health and Beauty,Home Office,234.4299927,Southeast Asia,January,2.0,1.0,33.0,2.0,6.0,0.0
PAYMENT,Second Class,1,Electronics,Home Office,26.45000076,Southeast Asia,November,2.0,1.0,9.0,2.0,6.0,11.0
PAYMENT,Second Class,1,Fitness Accessories,Home Office,32.54000092,Eastern Asia,November,2.0,1.0,37.0,2.0,10.0,11.0
PAYMENT,Second Class,1,Cardio Equipment,Home Office,74.98999786,Eastern Asia,March,2.0,1.0,7.0,2.0,10.0,3.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,129.9900055,Eastern Asia,March,2.0,1.0,1.0,2.0,10.0,3.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,129.9900055,Eastern Asia,December,2.0,1.0,1.0,2.0,10.0,10.0
PAYMENT,Second Class,1,Women's Clothing,Home Office,215.8200073,Oceania,February,2.0,1.0,17.0,2.0,3.0,8.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,129.9900055,West Asia,January,2.0,1.0,1.0,2.0,12.0,0.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,128.6900024,Eastern Asia,December,2.0,1.0,1.0,2.0,10.0,10.0
PAYMENT,Second Class,1,Men's Clothing,Home Office,206.6300049,South Asia,November,2.0,1.0,41.0,2.0,9.0,11.0
PAYMENT,Second Class,1,Cleats,Home Office,57.59000015,South Asia,February,2.0,1.0,0.0,2.0,9.0,8.0
PAYMENT,Second Class,1,Women's Clothing,Home Office,205.0299988,Southeast Asia,January,2.0,1.0,17.0,2.0,6.0,0.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,122.8399963,Eastern Asia,November,2.0,1.0,1.0,2.0,10.0,11.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,120.8899994,Southeast Asia,January,2.0,1.0,1.0,2.0,6.0,0.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,118.2900009,Eastern Asia,December,2.0,1.0,1.0,2.0,10.0,10.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,116.9899979,Eastern Asia,December,2.0,1.0,1.0,2.0,10.0,10.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,116.9899979,Oceania,November,2.0,1.0,1.0,2.0,3.0,11.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,113.0899963,Southeast Asia,November,2.0,1.0,1.0,2.0,6.0,11.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,110.4899979,Oceania,January,2.0,1.0,1.0,2.0,3.0,0.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,109.1900024,South Asia,March,2.0,1.0,1.0,2.0,9.0,3.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,103.9899979,Southeast Asia,January,2.0,1.0,1.0,2.0,6.0,0.0
PAYMENT,Second Class,1,Cleats,Home Office,44.99000168,West Asia,October,2.0,1.0,0.0,2.0,12.0,9.0
PAYMENT,Second Class,1,Shop By Sport,Home Office,39.99000168,Eastern Asia,November,2.0,1.0,8.0,2.0,10.0,11.0
PAYMENT,Second Class,1,Shop By Sport,Home Office,33.99000168,Eastern Asia,December,2.0,1.0,8.0,2.0,10.0,10.0
PAYMENT,Second Class,1,Shop By Sport,Home Office,31.98999977,South Asia,December,2.0,1.0,8.0,2.0,9.0,10.0
PAYMENT,Second Class,1,Shop By Sport,Home Office,29.98999977,Eastern Asia,November,2.0,1.0,8.0,2.0,10.0,11.0
PAYMENT,Second Class,1,Electronics,Home Office,50.95000076,Southeast Asia,November,2.0,1.0,9.0,2.0,6.0,11.0
PAYMENT,Second Class,1,Garden,Home Office,447.3699951,Oceania,November,2.0,1.0,43.0,2.0,3.0,11.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,299.980011,Eastern Asia,November,2.0,1.0,6.0,2.0,10.0,11.0
PAYMENT,Second Class,1,Fishing,Home Office,399.980011,Eastern Asia,January,2.0,1.0,4.0,2.0,10.0,0.0
PAYMENT,Second Class,1,Fishing,Home Office,395.980011,Southeast Asia,December,2.0,1.0,4.0,2.0,6.0,10.0
PAYMENT,Second Class,1,Fishing,Home Office,391.980011,Southeast Asia,December,2.0,1.0,4.0,2.0,6.0,10.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,287.980011,Eastern Asia,January,2.0,1.0,6.0,2.0,10.0,0.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,284.980011,Eastern Asia,January,2.0,1.0,6.0,2.0,10.0,0.0
PAYMENT,Second Class,1,Fishing,Home Office,377.980011,Southeast Asia,November,2.0,1.0,4.0,2.0,6.0,11.0
PAYMENT,Second Class,1,Fishing,Home Office,363.980011,Oceania,January,2.0,1.0,4.0,2.0,3.0,0.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,269.980011,Oceania,March,2.0,1.0,6.0,2.0,3.0,3.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,269.980011,West Asia,October,2.0,1.0,6.0,2.0,12.0,9.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,263.980011,West Asia,October,2.0,1.0,6.0,2.0,12.0,9.0
PAYMENT,Second Class,1,Fishing,Home Office,347.980011,Oceania,November,2.0,1.0,4.0,2.0,3.0,11.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,251.9799957,Eastern Asia,December,2.0,1.0,6.0,2.0,10.0,10.0
PAYMENT,Second Class,1,Fishing,Home Office,327.980011,Eastern Asia,January,2.0,1.0,4.0,2.0,10.0,0.0
PAYMENT,Second Class,1,Fishing,Home Office,319.980011,Southeast Asia,November,2.0,1.0,4.0,2.0,6.0,11.0
PAYMENT,Second Class,1,CDs,Home Office,11.28999996,Eastern Asia,December,2.0,1.0,39.0,2.0,10.0,10.0
PAYMENT,Second Class,1,Music,Home Office,252.8300018,Southeast Asia,November,2.0,1.0,28.0,2.0,6.0,11.0
PAYMENT,Second Class,1,Video Games,Home Office,37.75999832,Oceania,January,2.0,1.0,15.0,2.0,3.0,0.0
PAYMENT,Second Class,1,Video Games,Home Office,36.16999817,Eastern Asia,January,2.0,1.0,15.0,2.0,10.0,0.0
PAYMENT,Second Class,1,Video Games,Home Office,34.97999954,Southeast Asia,January,2.0,1.0,15.0,2.0,6.0,0.0
PAYMENT,Second Class,1,Music,Home Office,226.7700043,Eastern Asia,November,2.0,1.0,28.0,2.0,10.0,11.0
PAYMENT,Second Class,1,Music,Home Office,208.5200043,Southeast Asia,January,2.0,1.0,28.0,2.0,6.0,0.0
PAYMENT,Second Class,1,Video Games,Home Office,29.80999947,Southeast Asia,January,2.0,1.0,15.0,2.0,6.0,0.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,129.9900055,US Center,June,2.0,1.0,1.0,2.0,13.0,7.0
PAYMENT,Second Class,1,Cleats,Home Office,57.59000015,West of USA,August,2.0,1.0,0.0,2.0,8.0,2.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,114.3899994,East of USA,May,2.0,1.0,1.0,2.0,11.0,4.0
PAYMENT,Second Class,1,Men's Footwear,Home Office,110.4899979,East of USA,August,2.0,1.0,1.0,2.0,11.0,2.0
PAYMENT,Second Class,1,Cleats,Home Office,44.99000168,West of USA,April,2.0,1.0,0.0,2.0,8.0,5.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,47.25,West of USA,August,2.0,1.0,2.0,2.0,8.0,2.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,46.5,East of USA,April,2.0,1.0,2.0,2.0,11.0,5.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,40.0,West of USA,May,2.0,1.0,2.0,2.0,8.0,4.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,37.5,East of USA,May,2.0,1.0,2.0,2.0,11.0,4.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,37.5,East of USA,April,2.0,1.0,2.0,2.0,11.0,5.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,296.980011,East of USA,August,2.0,1.0,6.0,2.0,11.0,2.0
PAYMENT,Second Class,1,Camping & Hiking,Home Office,284.980011,East of USA,April,2.0,1.0,6.0,2.0,11.0,5.0
PAYMENT,Second Class,1,Cleats,Home Office,105.5800018,East Africa,January,2.0,1.0,0.0,2.0,18.0,0.0
PAYMENT,Second Class,1,Cleats,Home Office,89.98999786,Southern Africa,November,2.0,1.0,0.0,2.0,20.0,11.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,93.0,West Africa,September,2.0,1.0,2.0,2.0,16.0,6.0
PAYMENT,Second Class,1,Women's Apparel,Home Office,91.0,West Africa,September,2.0,1.0,2.0,2.0,16.0,6.0
PAYMENT,Second Class,1,Cleats,Home Office,119.9800034,Northern Europe,August,2.0,1.0,0.0,2.0,4.0,2.0
PAYMENT,Second Class,1,Cleats,Home Office,115.1800003,Southern Europe,September,2.0,1.0,0.0,2.0,5.0,6.0
PAYMENT,Second Class,1,Cardio Equipment,Home Office,185.9799957,Western Europe,June,2.0,1.0,7.0,2.0,1.0,7.0
PAYMENT,Second Class,1,As Seen on  TV!,Home Office,169.9799957,Southern Europe,July,2.0,1.0,47.0,2.0,5.0,1.0
PAYMENT,Second Class,1,Cleats,Home Office,116.3799973,Western Europe,August,2.0,1.0,0.0,2.0,1.0,2.0
PAYMENT,Second Class,1,Cleats,Home Office,109.1800003,Western Europe,August,2.0,1.0,0.0,2.0,1.0,2.0
PAYMENT,Second Class,1,Cleats,Home Office,107.9800034,Eastern Europe,December,2.0,1.0,0.0,2.0,15.0,10.0
